Unnamed: 0,names,id,url,mean_valence,mean_danceability,mean_energy,mean_acousticness,mean_speechiness,mean_instrumentalness,med_valence,med_danceability,med_energy,med_acousticness,med_speechiness,med_instrumentalness,sd_valence,sd_danceability,sd_energy,sd_speechiness,sd_instrumentalness,quant1_danceability,quant1_energy,quant1_acousticness,quant1_speechiness,quant1_instrumentalness,quant3_danceability,quant3_energy,quant3_acousticness,quant3_speechiness,quant3_instrumentalness,mean_popularity,med_popularity,sd_popularity,quant1_popularity,quant3_popularity
57,Dirty Rock,37i9dQZF1DWY6vTWIdZ54A,https://open.spotify.com/playlist/37i9dQZF1DWY6vTWIdZ54A,0.473561,0.47041,0.80323,0.033435147,0.073072,0.0487039406,0.4685,0.4665,0.8275,0.003445,0.05465,0.000544,0.164344585572725,0.119192238832819,0.128226666020715,0.0653763341482732,0.132245249705206,0.39075,0.72675,0.000639,0.040075,1.68e-05,0.54725,0.90425,0.020025,0.082675,0.0159,45.76,45.0,11.3066709548305,39.75,53.25
58,One More Rep,37i9dQZF1DX5OUjSS1OMgV,https://open.spotify.com/playlist/37i9dQZF1DX5OUjSS1OMgV,0.470745,0.47364,0.9197,0.0032052939,0.096895,0.0378919461,0.4675,0.49,0.9355,0.0004825,0.074,2.27e-05,0.170434938192161,0.101667264777178,0.0693837957387106,0.0628846006988238,0.132934591327747,0.40875,0.89575,7.1225e-05,0.0529,0.0,0.54775,0.9685,0.0031225,0.12275,0.0040425,57.15,58.0,9.42849217247724,50.75,64.25
59,90s Rock Anthems,37i9dQZF1DX1rVvRgjX59F,https://open.spotify.com/playlist/37i9dQZF1DX1rVvRgjX59F,0.54272,0.47234,0.77476,0.0468639387,0.058257,0.0622899391,0.5665,0.4615,0.813,0.008555,0.04205,0.0002425,0.206889912657906,0.135080837750114,0.155005188573959,0.0482274791844323,0.182497011987407,0.37075,0.7005,0.0013255,0.0337,2.8125e-06,0.57775,0.8975,0.0351,0.056425,0.0103,68.01,69.0,8.70793786255861,63.0,75.0
60,Soak Up the Sun,37i9dQZF1DX6ALfRKlHn1t,https://open.spotify.com/playlist/37i9dQZF1DX6ALfRKlHn1t,0.628,0.64471,0.74188,0.11935655,0.059992,0.024350592,0.664,0.648,0.745,0.0393,0.04595,6.73e-06,0.200193694085291,0.113311075800161,0.112477452734925,0.0402315687896051,0.113226298600112,0.5765,0.669,0.0092575,0.03465,0.0,0.7105,0.82175,0.17075,0.070625,0.00138,54.36,53.5,11.6744735784246,48.0,60.25
61,License To Chill,37i9dQZF1DXa9xHlDa5fc6,https://open.spotify.com/playlist/37i9dQZF1DXa9xHlDa5fc6,0.363081,0.50881,0.64502,0.207160312,0.041708,0.0632738959,0.343,0.514,0.654,0.0738,0.036,0.00013,0.191350562889639,0.117640669718075,0.167514810441261,0.0167500681741414,0.1732798672252,0.449,0.524,0.013825,0.030075,0.0,0.58725,0.77625,0.312,0.0463,0.01105,48.44,46.0,13.6495236162107,37.75,56.0
62,Rockin' Vibes,37i9dQZF1DX2aneNMeYHQ8,https://open.spotify.com/playlist/37i9dQZF1DX2aneNMeYHQ8,0.5043,0.5498,0.73917,0.0929748474,0.058561,0.0380488843,0.48,0.5625,0.745,0.01615,0.04225,3.52e-05,0.197769506693468,0.119801266413771,0.131062407449522,0.0672631916317152,0.138113053875271,0.4705,0.67125,0.002905,0.03285,0.0,0.637,0.8395,0.1145,0.055725,0.00272,45.83,44.0,10.6733454469676,37.75,53.0
63,Rock Ballads,37i9dQZF1DWXs1L3AC0Xio,https://open.spotify.com/playlist/37i9dQZF1DWXs1L3AC0Xio,0.293232,0.451653333333333,0.57624,0.253738986666667,0.034328,0.0398282382666667,0.259,0.457,0.585,0.0918,0.0322,3.81e-06,0.174529945668745,0.117517852966116,0.189237005694775,0.0089641713263172,0.140900467331954,0.395,0.4335,0.0163,0.02855,0.0,0.5365,0.7225,0.411,0.0366,0.0002135,53.8,54.0,10.1168844686174,46.0,60.0
64,Totally Alt,37i9dQZF1DXa6YOhGMjjgx,https://open.spotify.com/playlist/37i9dQZF1DXa6YOhGMjjgx,0.46228,0.47137,0.80132,0.0248907596,0.066307,0.0747866269,0.467,0.4935,0.839,0.00358,0.05335,0.000663,0.178753488628809,0.118265209157088,0.128466155587038,0.0454097223047882,0.18704556974383,0.377,0.72375,0.0003755,0.03855,4.8175e-06,0.5545,0.902,0.010525,0.076325,0.02255,47.52,46.0,11.2944788514235,40.0,56.0
65,Nu Metal Generation,37i9dQZF1DXcfZ6moR6J0G,https://open.spotify.com/playlist/37i9dQZF1DXcfZ6moR6J0G,0.414046666666667,0.489733333333333,0.912333333333333,0.0035272873333333,0.0954016666666667,0.0424045288333333,0.416,0.494,0.93,0.000585,0.08435,0.000198,0.194076365772374,0.121464630642731,0.0661527935192119,0.0545628031602168,0.128398055703073,0.4125,0.893,0.0001035,0.057775,9.89e-06,0.569,0.959,0.002805,0.11225,0.0061025,52.7,51.0,10.4123459965822,46.0,57.25
66,Alternative Beats,37i9dQZF1DWXMg4uP5o3dm,https://open.spotify.com/playlist/37i9dQZF1DWXMg4uP5o3dm,0.462604,0.5842,0.71149,0.08849766,0.079754,0.0330691013,0.458,0.572,0.723,0.0274,0.04875,4.64e-05,0.215445528478579,0.115541151005854,0.148660992893498,0.0873682747820045,0.113576001888517,0.51425,0.64425,0.0079075,0.03625,0.0,0.66025,0.818,0.11025,0.073675,0.0026075,52.12,51.5,9.62664652058666,44.75,58.0
67,Rock Covers,37i9dQZF1DX2S9rTKTX6JP,https://open.spotify.com/playlist/37i9dQZF1DX2S9rTKTX6JP,0.411134,0.49089,0.672491,0.2027976764,0.050157,0.0480004806,0.3935,0.4925,0.7055,0.0232,0.0386,3.75e-05,0.206405584951062,0.113755976199987,0.222378740125031,0.0431128991337531,0.156774679678183,0.42,0.52875,0.000973,0.0312,0.0,0.5645,0.84125,0.36425,0.055,0.004375,45.02,43.5,11.0398543395456,37.0,53.0
68,Shoegaze Classics,37i9dQZF1DX6ujZpAN0v9r,https://open.spotify.com/playlist/37i9dQZF1DX6ujZpAN0v9r,0.326446,0.353376,0.70979,0.0369174841,0.041659,0.6065596659,0.287,0.366,0.714,0.001045,0.03845,0.7865,0.205015596558709,0.129283905831587,0.169179618551802,0.0166259386915066,0.329901189290437,0.27875,0.565,0.00011475,0.03245,0.3885,0.4425,0.84825,0.0241,0.04435,0.855,34.83,34.0,10.4852517876542,28.0,40.0
69,Rock Me UP!,37i9dQZF1DX0wiundViT27,https://open.spotify.com/playlist/37i9dQZF1DX0wiundViT27,0.498373195876289,0.483556701030928,0.897680412371134,0.0084497917525773,0.083360824742268,0.02919661,0.499,0.488,0.91,0.00106,0.0668,0.00019,0.194004242605813,0.102829447090818,0.067522765665822,0.0532433124844117,0.0923110543536316,0.408,0.858,0.000241,0.0484,1.19e-06,0.542,0.949,0.00847,0.0967,0.0104,58.8556701030928,60.0,12.4941567098398,52.0,67.0
70,All Things Post,37i9dQZF1DX9Mqxt6NLTDY,https://open.spotify.com/playlist/37i9dQZF1DX9Mqxt6NLTDY,0.360224,0.38095,0.8823,0.0149738087,0.079891,0.1621289088,0.3135,0.376,0.919,0.000815,0.06985,0.00575,0.207688923424268,0.133275470399099,0.108225027445857,0.0478367237632767,0.271454566342283,0.27475,0.84325,0.0001185,0.046575,0.00010805,0.46925,0.956,0.0066975,0.098425,0.1845,31.17,31.0,10.1852091214901,23.0,38.25
71,Emo Forever,37i9dQZF1DX9wa6XirBPv8,https://open.spotify.com/playlist/37i9dQZF1DX9wa6XirBPv8,0.44070375,0.4443875,0.85615,0.032611050125,0.07451625,0.009494010875,0.4495,0.4385,0.893,0.002575,0.0611,0.0,0.200071400826799,0.116973056916128,0.114689906633253,0.0520627601882355,0.0540528948942319,0.371,0.8065,0.00042075,0.039825,0.0,0.54175,0.93425,0.01355,0.090025,1.87e-05,56.375,57.0,12.0865811145243,49.0,64.0
72,Classic Hardcore,37i9dQZF1DXaGNG7NmtmZv,https://open.spotify.com/playlist/37i9dQZF1DXaGNG7NmtmZv,0.402414,0.36274,0.9294,0.0025635262,0.106326,0.1447258728,0.3595,0.3475,0.9485,0.0001455,0.0901,0.0179,0.19994139550562,0.0989365515089838,0.0598259379963478,0.074138799255869,0.225388922961351,0.2835,0.89875,2.92e-05,0.06285,2.4975e-05,0.4235,0.97675,0.001295,0.11325,0.1975,34.9,35.5,7.90827518024826,31.0,40.0
73,Ultimate Rock Gaming,37i9dQZF1DWZjmJmeiazwd,https://open.spotify.com/playlist/37i9dQZF1DWZjmJmeiazwd,0.426654,0.49413,0.83048,0.0295187714,0.080507,0.0304893715,0.4405,0.5065,0.863,0.00259,0.06115,7.24e-06,0.169068110368083,0.107005772996346,0.124336175123913,0.0622735059753716,0.123335298206561,0.42475,0.77325,0.0004375,0.0408,0.0,0.557,0.92025,0.0174,0.090875,0.00149,59.6,60.0,10.5275012623263,55.0,66.0
74,New Boots,37i9dQZF1DX8S0uQvJ4gaa,https://open.spotify.com/playlist/37i9dQZF1DX8S0uQvJ4gaa,0.513226470588235,0.572397058823529,0.712176470588235,0.184661748529412,0.0381617647058824,0.0011906522058823,0.501,0.566,0.7395,0.09935,0.03645,0.0,0.217037436496768,0.0701235880653626,0.128946702072667,0.010294789718435,0.0068797170669871,0.53675,0.6585,0.04545,0.030875,0.0,0.61875,0.79875,0.21,0.042425,2.6e-06,57.1176470588235,55.5,12.113307609679,53.0,65.0
75,Wild Country,37i9dQZF1DX5mB2C8gBeUM,https://open.spotify.com/playlist/37i9dQZF1DX5mB2C8gBeUM,0.549632558139535,0.571639534883721,0.728674418604651,0.171398010465116,0.044256976744186,0.001906680116279,0.557,0.589,0.7625,0.0919,0.041,0.0,0.206137959196297,0.0952100974366625,0.136204296542792,0.0159748739529055,0.0103767962317357,0.51775,0.65825,0.029925,0.033775,0.0,0.63425,0.816,0.20325,0.04855,2.5875e-06,42.4767441860465,46.0,17.3860841880112,38.5,54.0
76,Country Gold,37i9dQZF1DWYnwbYQ5HnZU,https://open.spotify.com/playlist/37i9dQZF1DWYnwbYQ5HnZU,0.554111111111111,0.57684126984127,0.724222222222222,0.146292761904762,0.0416333333333333,0.0002618158730158,0.526,0.576,0.773,0.0724,0.035,0.0,0.177032629679746,0.0774580440749047,0.145972980757095,0.0170809646928594,0.0013865723278584,0.531,0.656,0.02915,0.0297,0.0,0.625,0.8365,0.1905,0.04745,0.0,66.3015873015873,68.0,8.12728364063418,63.5,72.0
77,Texas Music Now,37i9dQZF1DX3Ee0ngF5ZVQ,https://open.spotify.com/playlist/37i9dQZF1DX3Ee0ngF5ZVQ,0.486944,0.53982,0.65896,0.19278498,0.03606,0.001533059,0.4655,0.5465,0.7285,0.03915,0.03375,1.93e-06,0.19486389196523,0.110072274957347,0.198782925394943,0.0083493614567039,0.0077260108056204,0.49825,0.538,0.00709,0.0306,0.0,0.6035,0.80175,0.3935,0.037525,3.17e-05,48.82,47.0,7.13053222388893,44.0,53.75
78,Country Coffeehouse,37i9dQZF1DWYiR2Uqcon0X,https://open.spotify.com/playlist/37i9dQZF1DWYiR2Uqcon0X,0.350038961038961,0.554233766233766,0.360594805194805,0.617642987012987,0.0329831168831169,0.0093239636363636,0.324,0.559,0.354,0.673,0.0311,1.26e-05,0.164600555696961,0.102970217475465,0.149046679279472,0.0066060857627327,0.0354953809602243,0.502,0.25,0.437,0.0295,0.0,0.623,0.466,0.857,0.0344,0.0019,55.7142857142857,55.0,8.1254265359412,50.0,60.0
79,Breakout Country,37i9dQZF1DWW7RgkOJG32Y,https://open.spotify.com/playlist/37i9dQZF1DWW7RgkOJG32Y,0.536044776119403,0.573865671641791,0.711417910447761,0.200281537313433,0.0388686567164179,0.000825481641791,0.518,0.574,0.737,0.106,0.0364,0.0,0.18534712992324,0.0759245829001201,0.122647208921254,0.0109362922218725,0.006533427909005,0.532,0.646,0.0517,0.03135,0.0,0.6165,0.79,0.2695,0.0437,5.65e-07,60.2537313432836,62.0,12.5810623480499,55.0,69.0
80,Country Kind of Love,37i9dQZF1DX8WMG8VPSOJC,https://open.spotify.com/playlist/37i9dQZF1DX8WMG8VPSOJC,0.45444,0.56634,0.5804,0.3533596,0.033356,8.72324e-05,0.4375,0.5735,0.575,0.319,0.0311,0.0,0.132686089577419,0.0783551855465917,0.141551750109929,0.0088503236421855,0.0003893818304858,0.523,0.469,0.13925,0.028475,0.0,0.61075,0.68825,0.5585,0.03485,6.505e-06,61.62,58.5,9.48659634453167,54.0,69.0
81,Country Nights,37i9dQZF1DWXi7h4mmmkzD,https://open.spotify.com/playlist/37i9dQZF1DWXi7h4mmmkzD,0.655397849462366,0.588838709677419,0.784376344086022,0.125039397849462,0.0476279569892473,0.0043708218279569,0.655,0.591,0.81,0.0667,0.0405,0.0,0.180794270529225,0.0980590206393667,0.114337022226864,0.0260239369978429,0.0253786451454085,0.519,0.72,0.0249,0.032,0.0,0.653,0.863,0.196,0.0514,2.35e-06,62.6989247311828,65.0,10.139017346088,56.0,70.0
82,Chillin' on a Dirt Road,37i9dQZF1DWTkxQvqMy4WW,https://open.spotify.com/playlist/37i9dQZF1DWTkxQvqMy4WW,0.45635625,0.5587125,0.6715375,0.224745525,0.0429275,0.0003652955,0.466,0.5645,0.6705,0.155,0.0336,0.0,0.179687671959191,0.09879055888756,0.147789873391972,0.0305067827071168,0.0015421293023386,0.5135,0.559,0.043125,0.029475,0.0,0.63,0.79,0.33475,0.04045,2.295e-06,61.625,62.0,8.33229951393212,56.0,68.0
83,Country by the Grace of God,37i9dQZF1DWU2LcZVHsTdv,https://open.spotify.com/playlist/37i9dQZF1DWU2LcZVHsTdv,0.355641333333333,0.506706666666667,0.59256,0.373156133333333,0.03398,0.0010260864,0.292,0.523,0.612,0.333,0.0314,1.32e-06,0.181630883560762,0.0987161879620854,0.175171517492258,0.0090039480829845,0.0047158536499807,0.458,0.462,0.148,0.0288,0.0,0.586,0.7295,0.585,0.0361,3.965e-05,49.9066666666667,49.0,9.66209273584331,42.5,55.0
84,This Is: Merle Haggard,37i9dQZF1DWU1xHgjMaSpW,https://open.spotify.com/playlist/37i9dQZF1DWU1xHgjMaSpW,0.584058823529412,0.622294117647059,0.396549411764706,0.527120235294118,0.0429623529411765,0.0268808915294118,0.602,0.645,0.399,0.551,0.0325,0.000186,0.222274302487306,0.118781694870946,0.173908269213515,0.037685591463072,0.0736561057935532,0.547,0.256,0.333,0.029,1.09e-05,0.702,0.54,0.762,0.0398,0.0133,35.2117647058824,34.0,8.87491665641223,30.0,39.0
85,This Is:  Johnny Cash,37i9dQZF1DX1kw8OX1mNoI,https://open.spotify.com/playlist/37i9dQZF1DX1kw8OX1mNoI,0.652407894736842,0.608157894736842,0.481177631578947,0.625368421052632,0.0779618421052632,0.0141891805263158,0.693,0.6225,0.504,0.654,0.0463,0.000136,0.201457103962214,0.107079416339037,0.175133809870194,0.0761939122101939,0.0656444841792257,0.526,0.35075,0.48075,0.034225,1.53e-06,0.67875,0.58575,0.85325,0.08255,0.0013925,53.4605263157895,52.0,6.85164854026374,48.0,57.0
86,From Beginning To End:  Johnny Cash,64FJj5HaUHR6KrKSsU8KPx,https://open.spotify.com/playlist/64FJj5HaUHR6KrKSsU8KPx,0.75062,0.63826,0.5018,0.674835,0.066389,0.0136664702,0.785,0.647,0.506,0.7385,0.04215,6.375e-05,0.164119061240997,0.117200563655693,0.142560920878115,0.065787111345551,0.0621819551662748,0.57225,0.4115,0.56725,0.034,2.5575e-06,0.70475,0.604,0.818,0.06365,0.00090075,28.23,23.5,14.4940635705753,17.75,34.5
87,90's Country,37i9dQZF1DWVpjAJGB70vU,https://open.spotify.com/playlist/37i9dQZF1DWVpjAJGB70vU,0.7419,0.65185,0.7081,0.236628333333333,0.0339116666666667,4.46616666666667e-05,0.7495,0.6685,0.7215,0.197,0.0317,0.0,0.162973919094697,0.0943113892146289,0.138092415628945,0.0080939628404927,0.0001566934454316,0.62175,0.63275,0.13,0.0283,0.0,0.709,0.79975,0.3345,0.038025,4.0175e-06,62.4166666666667,62.0,6.39197501815897,60.0,66.0
88,New Traditions: Country Heroes,37i9dQZF1DX24Kh15JFQJ0,https://open.spotify.com/playlist/37i9dQZF1DX24Kh15JFQJ0,0.5023,0.550488888888889,0.666366666666667,0.218535511111111,0.0362444444444444,0.0034487882222222,0.518,0.5575,0.684,0.119,0.03225,0.0,0.186359472013066,0.0936340287279695,0.175493490387932,0.0133669398572958,0.0191371887531459,0.50225,0.57375,0.0498,0.028725,0.0,0.6155,0.8005,0.3335,0.038275,2.4675e-05,40.3555555555556,40.0,11.8646970549081,31.0,47.0
89,Southern Rock 101,37i9dQZF1DXbDjX0hus3Iu,https://open.spotify.com/playlist/37i9dQZF1DXbDjX0hus3Iu,0.68759,0.49317,0.70632,0.18039444,0.049186,0.0767161796,0.722,0.5155,0.7025,0.093,0.03995,0.00162,0.191967016053606,0.133615463252582,0.147013974461167,0.0310604624446052,0.175326100633273,0.418,0.57875,0.015,0.03155,4.165e-05,0.59,0.82725,0.29625,0.0528,0.033425,44.85,45.0,14.6531445930437,33.75,54.5
90,Field Party,37i9dQZF1DXc0fQ4sGOnVJ,https://open.spotify.com/playlist/37i9dQZF1DXc0fQ4sGOnVJ,0.595207547169811,0.668245283018868,0.777301886792453,0.0822625283018868,0.113056603773585,0.0180116501886792,0.6,0.671,0.787,0.044,0.0965,0.0,0.154384803767251,0.114571929986292,0.111678898376217,0.0782457556220094,0.125628099111258,0.572,0.719,0.0153,0.0518,0.0,0.758,0.855,0.0993,0.149,7.26e-06,41.5283018867925,41.0,10.7660502249234,32.0,50.0
91,Classic Honky Tonk,0NfjMqrzcGKVsbYZmhf4Md,https://open.spotify.com/playlist/0NfjMqrzcGKVsbYZmhf4Md,0.73432,0.608,0.37642,0.739942,0.036614,0.0073913202,0.737,0.583,0.3675,0.7625,0.0325,0.0,0.157525824251525,0.108187478999397,0.153359267401612,0.0113896840184799,0.0487662907965298,0.53125,0.27425,0.70525,0.030825,0.0,0.66875,0.4555,0.861,0.0376,1.81e-05,26.36,26.0,14.6743702712295,15.25,35.0
92,Country Rocks,37i9dQZF1DWWH0izG4erma,https://open.spotify.com/playlist/37i9dQZF1DWWH0izG4erma,0.596681818181818,0.561757575757576,0.776136363636364,0.0865048636363636,0.0478106060606061,0.0131771071212121,0.574,0.5575,0.8065,0.0204,0.03715,9.675e-06,0.194538519744383,0.0904003166444524,0.14072514250931,0.0269258533400258,0.0465712795812414,0.51325,0.66725,0.005195,0.03185,0.0,0.61025,0.888,0.0867,0.053925,0.00177,51.3636363636364,50.0,8.06060956587196,46.0,54.0
93,The Newness,37i9dQZF1DWUzFXarNiofw,https://open.spotify.com/playlist/37i9dQZF1DWUzFXarNiofw,0.51022,0.63982,0.55542,0.308959,0.114756,0.0021574798,0.491,0.6485,0.5465,0.3065,0.0713,1.1135e-05,0.179929610953726,0.126775181051388,0.141652505254577,0.109244771340811,0.0060173918026319,0.574,0.44625,0.11375,0.046375,0.0,0.719,0.66525,0.41225,0.13775,0.000156,46.46,52.0,19.8568448076296,43.0,60.0
94,Channel X,37i9dQZF1DX4y8h9WqDPAE,https://open.spotify.com/playlist/37i9dQZF1DX4y8h9WqDPAE,0.529332,0.69158,0.64638,0.22348908,0.120084,0.0094226826,0.5315,0.684,0.6665,0.165,0.0738,1.265e-06,0.195677746787301,0.100959901112536,0.135523006556534,0.102149311204686,0.0566479370811962,0.63325,0.5485,0.05645,0.046575,0.0,0.7645,0.728,0.312,0.157,5.69e-05,58.88,58.0,14.4089541321941,53.0,65.0
95,Gold Edition,37i9dQZF1DWXnexX7CktaI,https://open.spotify.com/playlist/37i9dQZF1DWXnexX7CktaI,0.360995,0.620675,0.513075,0.288895,0.137955,0.02122892875,0.368,0.636,0.5065,0.2515,0.07525,2.11e-06,0.190686885179572,0.11425710716827,0.133118298555294,0.110270185546742,0.124223254447884,0.53675,0.414,0.11075,0.055375,0.0,0.70525,0.5945,0.4175,0.205,9.005e-05,68.65,69.5,9.72849370373388,63.75,77.0
96,Alternative R&B,37i9dQZF1DWSfMe9z89s9B,https://open.spotify.com/playlist/37i9dQZF1DWSfMe9z89s9B,0.397787,0.64472,0.45065,0.4494934,0.095866,0.0396200855,0.4,0.667,0.446,0.471,0.06205,7.41e-05,0.195006021484342,0.123925203899837,0.136659155373779,0.0815561815653182,0.130449449877404,0.569,0.35325,0.193,0.04485,3.405e-06,0.72425,0.5385,0.665,0.11425,0.0122,49.39,51.5,16.2175207660721,41.75,61.0
97,Chilled R&B,37i9dQZF1DX2UgsUIg75Vg,https://open.spotify.com/playlist/37i9dQZF1DX2UgsUIg75Vg,0.40828,0.60732,0.50332,0.3971,0.105652,0.00817028,0.4,0.624,0.5225,0.3545,0.06275,1.895e-05,0.179244109002904,0.118484897857947,0.120732194783094,0.0908603239335306,0.0293909870683245,0.52775,0.4105,0.17575,0.05025,0.0,0.69075,0.57875,0.592,0.122,0.000423,56.12,56.0,13.6331528687555,52.25,62.25
98,The Sweet Suite,37i9dQZF1DX2Ma8k80RiMN,https://open.spotify.com/playlist/37i9dQZF1DX2Ma8k80RiMN,0.36678,0.5781,0.447325,0.46605575,0.0732325,0.004206598,0.357,0.5925,0.4125,0.482,0.0491,3.065e-06,0.143631428601303,0.126554903459896,0.155993324561317,0.0554636882251664,0.0178828038031025,0.49575,0.3535,0.2415,0.0385,0.0,0.6585,0.5035,0.62575,0.080175,0.00010125,48.675,47.0,11.3665895929412,41.75,53.5
99,Soul Revived,37i9dQZF1DWY12BqhkMFW2,https://open.spotify.com/playlist/37i9dQZF1DWY12BqhkMFW2,0.411734285714286,0.5834,0.500828571428571,0.307988857142857,0.0833771428571429,0.0240368094285714,0.373,0.594,0.528,0.174,0.0443,1.15e-05,0.204866658130222,0.157447694395911,0.151089082743823,0.0885327958034372,0.0956518180972654,0.494,0.359,0.0821,0.0341,0.0,0.7045,0.5965,0.5315,0.0965,0.000404,45.1428571428571,43.0,11.830028733352,37.0,53.5
100,Soul Lounge,37i9dQZF1DX62Nfha2yFhL,https://open.spotify.com/playlist/37i9dQZF1DX62Nfha2yFhL,0.57936,0.7058,0.59532,0.25581742,0.128962,0.0322272626,0.575,0.7235,0.5755,0.2035,0.09025,0.000236,0.194907592966304,0.116450567597919,0.154790238578483,0.108333219677596,0.100929855562392,0.6335,0.4925,0.083225,0.051075,1.915e-06,0.78625,0.71175,0.40775,0.1645,0.0041025,52.28,49.0,7.50248938278326,47.0,58.0
101,'90s Baby Makers,37i9dQZF1DWVEvzGeX3eRs,https://open.spotify.com/playlist/37i9dQZF1DWVEvzGeX3eRs,0.502702127659574,0.661659574468085,0.478914893617021,0.279398936170213,0.0547148936170213,0.0169729836170213,0.486,0.68,0.468,0.247,0.0413,0.0,0.182482508380776,0.0910253850393071,0.136833575492471,0.03469417303991,0.0788252587676911,0.6135,0.3845,0.0784,0.0342,0.0,0.729,0.555,0.438,0.0608,0.000204,52.7659574468085,54.0,6.93514291240932,48.0,58.0
102,Wine & Dine,37i9dQZF1DWTJNOeepZTGy,https://open.spotify.com/playlist/37i9dQZF1DWTJNOeepZTGy,0.445182352941176,0.56343137254902,0.488529411764706,0.400530980392157,0.0658941176470588,0.0088134192156862,0.428,0.575,0.479,0.426,0.0448,0.0,0.223610554049564,0.130453249082108,0.184524616562796,0.0723828692765483,0.0477138219254776,0.503,0.338,0.2165,0.0335,0.0,0.6595,0.666,0.6,0.062,0.0007885,45.1176470588235,45.0,10.6614202784123,37.0,53.0
103,Spread the Gospel,37i9dQZF1DX7OIddoQVdRt,https://open.spotify.com/playlist/37i9dQZF1DX7OIddoQVdRt,0.380975,0.491475,0.605575,0.301784325,0.10339,1.371725e-05,0.358,0.4735,0.609,0.2175,0.0727,0.0,0.15318055167108,0.146528895811346,0.157541836120458,0.0769669952575411,5.2015270390358e-05,0.38275,0.49,0.077775,0.04685,0.0,0.561,0.7345,0.49375,0.1285,1.755e-06,43.925,45.0,6.79135007914007,41.75,49.25
104,Funk Outta Here,37i9dQZF1DX70TzPK5buVf,https://open.spotify.com/playlist/37i9dQZF1DX70TzPK5buVf,0.815225,0.752675,0.6698125,0.18938475,0.09288375,0.07968436975,0.8275,0.7735,0.6695,0.1655,0.06535,0.0008315,0.11514778341469,0.115675208223147,0.144448413440818,0.0733970310228873,0.190101945636818,0.68425,0.5675,0.0646,0.052225,1.006e-05,0.8445,0.77825,0.253,0.095725,0.031175,52.575,53.0,10.9807368732012,43.75,61.25
105,I Love My '90s R&B,37i9dQZF1DX6VDO8a6cQME,https://open.spotify.com/playlist/37i9dQZF1DX6VDO8a6cQME,0.664,0.752066666666667,0.566666666666667,0.130536,0.0917644444444444,0.0269792511111111,0.675,0.753,0.513,0.0865,0.0659,4.81e-06,0.156934410155673,0.0677875692546542,0.142266235692738,0.0745898578151808,0.0908382755023794,0.703,0.454,0.0307,0.045,0.0,0.797,0.684,0.151,0.0936,0.00491,57.1555555555556,57.0,7.54970064293809,55.0,62.0
106,’80s Jam Session,37i9dQZF1DX0H8hDpv38Ju,https://open.spotify.com/playlist/37i9dQZF1DX0H8hDpv38Ju,0.79745,0.760925,0.671625,0.14522375,0.07149,0.03231950925,0.81,0.7675,0.675,0.1215,0.0535,0.000165,0.11553686280433,0.0896495706226221,0.137657078110231,0.043820711646786,0.096299089917102,0.7105,0.58,0.04195,0.043375,1.055e-05,0.8205,0.77975,0.192,0.0885,0.006875,53.3,53.0,9.88705447308986,47.0,58.0
107,I Love My '00s R&B,37i9dQZF1DWYmmr74INQlb,https://open.spotify.com/playlist/37i9dQZF1DWYmmr74INQlb,0.533225,0.638275,0.628775,0.192291,0.0921175,0.00017652925,0.556,0.658,0.609,0.194,0.0545,0.0,0.173365404454114,0.104939295639102,0.127021194980834,0.087116276225131,0.0007316666843877,0.5795,0.5325,0.074575,0.041125,0.0,0.69275,0.71275,0.2745,0.10825,2.7e-07,62.95,63.0,8.72940800412972,58.0,69.0
