,names,description,url,id,image,public
0,Today's Top Hits,Justin Bieber is on top of the Hottest 50!,https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,37i9dQZF1DXcBWIGoYBM5M,https://i.scdn.co/image/ab67706f000000032fdcbc40ed017728a82793c7,True
1,RapCaviar,"Music from Moneybagg Yo, Lil Mosey and Tee Grizzley.",https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,37i9dQZF1DX0XUsuxWHRQd,https://i.scdn.co/image/ab67706f00000003f1cf4be990a8fab7b4b04ed6,True
2,Hot Country,"Today's top country hits of the week, worldwide! Cover: Mitchell Tenpenny",https://open.spotify.com/playlist/37i9dQZF1DX1lVhptIYRda,37i9dQZF1DX1lVhptIYRda,https://i.scdn.co/image/ab67706f00000003c3023e99592894d830a43fc6,True
3,¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Paloma Mami",https://open.spotify.com/playlist/37i9dQZF1DX10zKzsJ2jva,37i9dQZF1DX10zKzsJ2jva,https://i.scdn.co/image/ab67706f00000003a7062484f5b7b673f3920015,True
4,New Music Friday,"New music from Justin Bieber, Lil Tjay, J Balvin, Lana Del Rey, and more! ",https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,37i9dQZF1DX4JAvHpjipBk,https://i.scdn.co/image/ab67706f00000003c834a2b3e0db45fa8e09c40b,True
5,Peaceful Piano,Relax and indulge with beautiful piano pieces,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,37i9dQZF1DX4sWSpwq3LiO,https://i.scdn.co/image/ab67706f00000003ca5a7517156021292e5663a6,True
6,Are & Be,The pulse of R&B music today.  Cover: Silk Sonic,https://open.spotify.com/playlist/37i9dQZF1DX4SBhb3fqCJd,37i9dQZF1DX4SBhb3fqCJd,https://i.scdn.co/image/ab67706f0000000390639428a04af92a0c87fb3f,True
7,Rock Classics,Rock legends and epic songs that continue to inspire generations.,https://open.spotify.com/playlist/37i9dQZF1DWXRqgorJj26U,37i9dQZF1DWXRqgorJj26U,https://i.scdn.co/image/ab67706f00000003519fc8771d90f496501a4da3,True
8,mint,"The world's biggest dance hits. New music from Alesso and CORSAK, Lost Frequencies and more!",https://open.spotify.com/playlist/37i9dQZF1DX4dyzvuaRJ0n,37i9dQZF1DX4dyzvuaRJ0n,https://i.scdn.co/image/ab67706f000000038731107271e2d44831e6c78f,True
9,Rock This,"The newest music from Rise Against, along with the top Rock songs you need to know.",https://open.spotify.com/playlist/37i9dQZF1DXcF6B6QPhFDv,37i9dQZF1DXcF6B6QPhFDv,https://i.scdn.co/image/ab67706f00000003eddea82e5b3decf2f4265ab8,True
10,New Music Friday,The very best in new music from around the world. Cover: Justin Bieber,https://open.spotify.com/playlist/37i9dQZF1DWXJfnUiYjUKT,37i9dQZF1DWXJfnUiYjUKT,https://i.scdn.co/image/ab67706f00000003abbde8339ecbbdc8e2c61a96,True
11,just hits,"Current favorites and exciting new music. Cover: Maroon 5, Megan Thee Stallion",https://open.spotify.com/playlist/37i9dQZF1DXcRXFNfZr7Tp,37i9dQZF1DXcRXFNfZr7Tp,https://i.scdn.co/image/ab67706f00000003cd9f2d3d3d4866b0bddaef95,True
12,All Out 00s,"The decade that catapulted electronic music, hip hop and indie rock into the mainstream.",https://open.spotify.com/playlist/37i9dQZF1DX4o1oenSJRJd,37i9dQZF1DX4o1oenSJRJd,https://i.scdn.co/image/ab67706f00000003320f20022a9b6a6e55204a30,True
13,All Out 90s,"Boy bands, girl groups, britpop, grunge & a golden era for hip hop.",https://open.spotify.com/playlist/37i9dQZF1DXbTxeAdrVG2l,37i9dQZF1DXbTxeAdrVG2l,https://i.scdn.co/image/ab67706f00000003aa5bdf2f9b84adb9fdb0ed69,True
14,All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",https://open.spotify.com/playlist/37i9dQZF1DX4UtSsGT1Sbe,37i9dQZF1DX4UtSsGT1Sbe,https://i.scdn.co/image/ab67706f00000003fb0254ee75b923c40ca8a5dc,True
15,All Out 70s,,https://open.spotify.com/playlist/37i9dQZF1DWTJ7xPn4vNaz,37i9dQZF1DWTJ7xPn4vNaz,https://i.scdn.co/image/ab67706f00000003d836d081b18fa9939b2df936,True
16,All Out 60s,The essential tracks from a decade of revolutions.,https://open.spotify.com/playlist/37i9dQZF1DXaKIA8E7WcJj,37i9dQZF1DXaKIA8E7WcJj,https://i.scdn.co/image/ab67706f00000003653946443a876efe6f445e33,True
17,All Out 50s,The 50's were a time of changes and the birth of Rock ’n’ Roll.,https://open.spotify.com/playlist/37i9dQZF1DWSV3Tk4GO2fq,37i9dQZF1DWSV3Tk4GO2fq,https://i.scdn.co/image/ab67706f0000000303f87c760c5ea27a54abc2e4,True
18,Soft Pop Hits,Listen to easy songs from your favorite artists! Cover: Ed Sheeran,https://open.spotify.com/playlist/37i9dQZF1DWTwnEm1IYyoj,37i9dQZF1DWTwnEm1IYyoj,https://i.scdn.co/image/ab67706f000000038a8cd980c91cdb58bd61e3f3,True
19,Signed XOXO,Crossing over like Allen I. Cover: Lil Tjay,https://open.spotify.com/playlist/37i9dQZF1DX2A29LI7xHn1,37i9dQZF1DX2A29LI7xHn1,https://i.scdn.co/image/ab67706f00000003b1218f60ecfe62a8d133af01,True
20,Most Necessary,The official voice of generation next. Cover: Pooh Shiesty,https://open.spotify.com/playlist/37i9dQZF1DX2RxBh64BHjQ,37i9dQZF1DX2RxBh64BHjQ,https://i.scdn.co/image/ab67706f0000000310b96d53f4e72d61b80f1751,True
21,Gold School,Taking it back. Cover: Busta Rhymes,https://open.spotify.com/playlist/37i9dQZF1DWVA1Gq4XHa6U,37i9dQZF1DWVA1Gq4XHa6U,https://i.scdn.co/image/ab67706f00000003070f01e1375386b8569da6c8,True
22,Get Turnt,Mode: Turnt,https://open.spotify.com/playlist/37i9dQZF1DWY4xHQp97fN6,37i9dQZF1DWY4xHQp97fN6,https://i.scdn.co/image/ab67706f00000003144d60cf216a8ce83f9efb01,True
23,B.A.E.,Hip-Hop + R&B: Before. Anything. Else. Cover: Chris Brown & Young Thug,https://open.spotify.com/playlist/37i9dQZF1DWX3387IZmjNa,37i9dQZF1DWX3387IZmjNa,https://i.scdn.co/image/ab67706f00000003d39f98bec0551f518c3224d5,True
24,African Heat,"Real African vibes, right here. Africa to the world! Cover: <a href=""https://open.spotify.com/artist/3ukrG1BmfEiuo0KDj8YTTS?si=S6ccgV8bQp2VkRXjMHkeAw"">Teni</a>",https://open.spotify.com/playlist/37i9dQZF1DWYkaDif7Ztbp,37i9dQZF1DWYkaDif7Ztbp,https://i.scdn.co/image/ab67706f0000000309624fb0d0838f7b4c49d826,True
25,Mind Right,The Real hip-hop. Cover: Denzel Curry,https://open.spotify.com/playlist/37i9dQZF1DX5hR0J49CmXC,37i9dQZF1DX5hR0J49CmXC,https://i.scdn.co/image/ab67706f0000000312d65ecca744f8985eaac0f0,True
26,Dancehall Official,The best in new & current Dancehall. Cover: Popcaan,https://open.spotify.com/playlist/37i9dQZF1DXan38dNVDdl4,37i9dQZF1DXan38dNVDdl4,https://i.scdn.co/image/ab67706f00000003564934a9876e3ec77405933d,True
27,Westside Story,Holdin' it down for the westside. Cover: Kalan.FrFr,https://open.spotify.com/playlist/37i9dQZF1DWSvKsRPPnv5o,37i9dQZF1DWSvKsRPPnv5o,https://i.scdn.co/image/ab67706f000000032d3940e37e463c75ddddbb8b,True
28,Power Workout,For whatever activity you do that may need a punch of intensity!,https://open.spotify.com/playlist/37i9dQZF1DWUVpAXiEPK8P,37i9dQZF1DWUVpAXiEPK8P,https://i.scdn.co/image/ab67706f000000035b9afc20f73de2953ea450f7,True
29,No Cap,Keeping it real for the dirty south. Cover: SpotemGotem,https://open.spotify.com/playlist/37i9dQZF1DX0Tkc6ltcBfU,37i9dQZF1DX0Tkc6ltcBfU,https://i.scdn.co/image/ab67706f000000037a5aab110efe1cb72ae52f50,True
30,State of Mind,Up and down I-95. Cover: Rowdy Rebel,https://open.spotify.com/playlist/37i9dQZF1DX1YPTAhwehsC,37i9dQZF1DX1YPTAhwehsC,https://i.scdn.co/image/ab67706f000000030d6858303d46733096f2683a,True
31,Alternative Hip Hop,"New, leftfield and for the real hip-hop stans! Cover: Baby Keem",https://open.spotify.com/playlist/37i9dQZF1DWTggY0yqBxES,37i9dQZF1DWTggY0yqBxES,https://i.scdn.co/image/ab67706f0000000394fdb051cde6da029a9afe97,True
32,Workout Twerkout,Get your body right with this workout twerkout,https://open.spotify.com/playlist/37i9dQZF1DX0HRj9P7NxeE,37i9dQZF1DX0HRj9P7NxeE,https://i.scdn.co/image/ab67706f0000000305b898dee14d4c0df8642d21,True
33,We Everywhere,"Afro sounds crossing borders. Top Afro Bashment, Pop, Fusion / X-Overs from all across the world.  Cover: <a href=""spotify:artist:3tVQdUvClmAT7URs9V3rsp"">WizKid</a>",https://open.spotify.com/playlist/37i9dQZF1DWT6SJaitNDax,37i9dQZF1DWT6SJaitNDax,https://i.scdn.co/image/ab67706f000000035e2da04ffe7dd09fe225d6c5,True
34,Black History Salute,Saluting the songs and artists that have filled us with pride.,https://open.spotify.com/playlist/37i9dQZF1DX2r0FByV5U4C,37i9dQZF1DX2r0FByV5U4C,https://i.scdn.co/image/ab67706f00000003541ee6776be2adaf393ca8ea,True
35,Behind The Lyrics: Hip Hop,"Watch your screen as you listen to see lyrics, fun facts, and artist stories from Genius! (on mobile only)",https://open.spotify.com/playlist/37i9dQZF1DXaKctwWdt4be,37i9dQZF1DXaKctwWdt4be,https://i.scdn.co/image/ab67706f00000003e3fb132e20dc80ab038883f7,True
36,New Noise,Here's your cheat sheet for everything new in the rock/alt world. Cover: YONAKA,https://open.spotify.com/playlist/37i9dQZF1DWT2jS7NwYPVI,37i9dQZF1DWT2jS7NwYPVI,https://i.scdn.co/image/ab67706f00000003297d4e4c0704447ebc3374b0,True
37,The New Alt,No rules. No boundaries. Just cool music you need to hear. Cover: grandson,https://open.spotify.com/playlist/37i9dQZF1DX82GYcclJ3Ug,37i9dQZF1DX82GYcclJ3Ug,https://i.scdn.co/image/ab67706f00000003e074455e07e67077fef6c12d,True
38,Rock Solid,New classics and essential cuts from all your favorite rock bands. Cover: The White Stripes,https://open.spotify.com/playlist/37i9dQZF1DX49jUV2NfGku,37i9dQZF1DX49jUV2NfGku,https://i.scdn.co/image/ab67706f000000037e1c086f83e6a6a22154e092,True
39,Rock This: Best of 2017,A look back at some of the most impactful songs of 2017.,https://open.spotify.com/playlist/37i9dQZF1DX1Jg9KZ76Rr9,37i9dQZF1DX1Jg9KZ76Rr9,https://i.scdn.co/image/ab67706f000000035c21a744e28d69209cd4b1b7,True
40,Rock Party,The ultimate rock party playlist!,https://open.spotify.com/playlist/37i9dQZF1DX8FwnYE6PRvL,37i9dQZF1DX8FwnYE6PRvL,https://i.scdn.co/image/ab67706f00000003feb66cd1f6632ecfa89b3e8c,True
41,You & Me,It's just us—and this awesome alt soundtrack.,https://open.spotify.com/playlist/37i9dQZF1DX6mvEU1S6INL,37i9dQZF1DX6mvEU1S6INL,https://i.scdn.co/image/ab67706f00000003399330e810fd7b01ea377ee8,True
42,It's ALT Good!,ALT the Good Vibes.,https://open.spotify.com/playlist/37i9dQZF1DX2SK4ytI2KAZ,37i9dQZF1DX2SK4ytI2KAZ,https://i.scdn.co/image/ab67706f0000000347cd5a0f1c493c1f809cdeec,True
43,The Scene,"Call it pop-punk, emo, post-hardcore, whatever you want. We call it all awesome. Cover: Waterparks",https://open.spotify.com/playlist/37i9dQZF1DWZkHEX2YHpDV,37i9dQZF1DWZkHEX2YHpDV,https://i.scdn.co/image/ab67706f00000003c6f3a9bf5b77fafcdd1048cd,True
44,Rock Hard,For those who like the newest songs loud. Very loud. Cover: Rob Zombie,https://open.spotify.com/playlist/37i9dQZF1DWWJOmJ7nRx0C,37i9dQZF1DWWJOmJ7nRx0C,https://i.scdn.co/image/ab67706f00000003d0cdfe0e97894b583e81c7a4,True
45,This Is Ryan Adams,"The essential Ryan Adams, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DXdXKIWnpyigm,37i9dQZF1DXdXKIWnpyigm,https://i.scdn.co/image/ab67706f000000038175dfc8e027e1ad667191d0,True
46,This Is The Black Keys,One of the most iconic bands of recent time. Here is the best of The Black Keys.,https://open.spotify.com/playlist/37i9dQZF1DX2rBR3X9E86S,37i9dQZF1DX2rBR3X9E86S,https://i.scdn.co/image/ab67706f000000032bfb21f9aa8a779bccc0b194,True
47,This Is Tom Petty,"Experience Tom Petty's final project, ""Wildflowers & All The Rest,"" the way he originally envisioned it.",https://open.spotify.com/playlist/37i9dQZF1DWUlZhYdX0uqM,37i9dQZF1DWUlZhYdX0uqM,https://i.scdn.co/image/ab67706f000000037c06177f46991eda50c57879,True
48,This Is Nirvana,"The best of Nirvana, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DX82CY3GzF2m6,37i9dQZF1DX82CY3GzF2m6,https://i.scdn.co/image/ab67706f00000003c9328ee6b657b925693b1a9f,True
49,This Is Ramones,"The essential Ramones, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DWWc7UGhP4Mpw,37i9dQZF1DWWc7UGhP4Mpw,https://i.scdn.co/image/ab67706f00000003062bbea101c18ebb10d5231f,True
50,This Is Green Day,"Welcome to Paradise, Green Day fans!",https://open.spotify.com/playlist/37i9dQZF1DWVPJN9etkrEa,37i9dQZF1DWVPJN9etkrEa,https://i.scdn.co/image/ab67706f00000003d3384b53dacf17293efd7e19,True
51,This Is Metallica,"The best of Metallica, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DXbj9Ksq4BAdj,37i9dQZF1DXbj9Ksq4BAdj,https://i.scdn.co/image/ab67706f00000003ad5b19488a53ed8bd628378f,True
52,This Is Jane's Addiction,Jane says these are the essentials.,https://open.spotify.com/playlist/37i9dQZF1DXcGV9sg8bMdx,37i9dQZF1DXcGV9sg8bMdx,https://i.scdn.co/image/ab67706f00000003435c69b0428a3efa6945b1a8,True
53,This Is Oasis,"The essential tracks, all in one playlist. Celebrating 25 years of the iconic ""(What's The Story) Morning Glory?""",https://open.spotify.com/playlist/37i9dQZF1DWXupFIUw7TOC,37i9dQZF1DWXupFIUw7TOC,https://i.scdn.co/image/ab67706f000000031c6021c97c246c52beb2c6fe,True
54,This Is KISS,"The essential KISS, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DX5L9gRaHajqj,37i9dQZF1DX5L9gRaHajqj,https://i.scdn.co/image/ab67706f0000000358ac1cf801126f13fc174e83,True
55,Dirty Rock,Get down and dirty with these bluesy rock songs. Cover: Royal Blood,https://open.spotify.com/playlist/37i9dQZF1DWY6vTWIdZ54A,37i9dQZF1DWY6vTWIdZ54A,https://i.scdn.co/image/ab67706f000000030c0e61ad77e0cee4fbf6b605,True
56,One More Rep,Rock this list to help you rock that last rep. Gainz.,https://open.spotify.com/playlist/37i9dQZF1DX5OUjSS1OMgV,37i9dQZF1DX5OUjSS1OMgV,https://i.scdn.co/image/ab67706f0000000382894e9aedb86fd9f2f724db,True
57,90s Rock Anthems,These songs rocked the 90s. Cover: Nirvana,https://open.spotify.com/playlist/37i9dQZF1DX1rVvRgjX59F,37i9dQZF1DX1rVvRgjX59F,https://i.scdn.co/image/ab67706f00000003b6e605ef428ddef4b7ce24aa,True
58,Soak Up the Sun,Drink up these tunes and all the feels. Good vibes only.,https://open.spotify.com/playlist/37i9dQZF1DX6ALfRKlHn1t,37i9dQZF1DX6ALfRKlHn1t,https://i.scdn.co/image/ab67706f000000036a08b40c2fdab55289b0c41f,True
59,License To Chill,Chill out with these awesome alt songs.,https://open.spotify.com/playlist/37i9dQZF1DXa9xHlDa5fc6,37i9dQZF1DXa9xHlDa5fc6,https://i.scdn.co/image/ab67706f000000037a1093011f570a0a950781d2,True
60,Rockin' Vibes,"The best in alt, folk, and indie rock. Cover: KALEO",https://open.spotify.com/playlist/37i9dQZF1DX2aneNMeYHQ8,37i9dQZF1DX2aneNMeYHQ8,https://i.scdn.co/image/ab67706f00000003e2cc193ba4a5e0992f78c8b0,True
61,Rock Ballads,"Chill out with these awesome rock ballads. Cover: <a href=""spotify:artist:6Wr3hh341P84m3EI8qdn9O"">Rise Against</a>",https://open.spotify.com/playlist/37i9dQZF1DWXs1L3AC0Xio,37i9dQZF1DWXs1L3AC0Xio,https://i.scdn.co/image/ab67706f00000003f7fffba3c886d3145adbf4fb,True
62,Totally Alt,This is the best of today's true alternative rock scene.,https://open.spotify.com/playlist/37i9dQZF1DXa6YOhGMjjgx,37i9dQZF1DXa6YOhGMjjgx,https://i.scdn.co/image/ab67706f00000003632f472ce040fb9bd7ee1be7,True
63,Nu Metal Generation,All hail the eyebrow ring. Cover: Limp Bizkit,https://open.spotify.com/playlist/37i9dQZF1DXcfZ6moR6J0G,37i9dQZF1DXcfZ6moR6J0G,https://i.scdn.co/image/ab67706f00000003000177378eb82e218aa0498f,True
64,Alternative Beats,Alternative meets electronic. Cover: NOISY,https://open.spotify.com/playlist/37i9dQZF1DWXMg4uP5o3dm,37i9dQZF1DWXMg4uP5o3dm,https://i.scdn.co/image/ab67706f00000003a3ef8a4806e003d09fd8d68e,True
65,Rock Covers,Sometimes a cover can be even better than the original. You decide. Cover: Chris Cornell,https://open.spotify.com/playlist/37i9dQZF1DX2S9rTKTX6JP,37i9dQZF1DX2S9rTKTX6JP,https://i.scdn.co/image/ab67706f0000000379b03c9d8ecdb7299aeea292,True
66,Shoegaze Classics,The essential beautiful noise: sweet and sour fuzz to warm your heart. Cover: Slowdive,https://open.spotify.com/playlist/37i9dQZF1DX6ujZpAN0v9r,37i9dQZF1DX6ujZpAN0v9r,https://i.scdn.co/image/ab67706f000000031e103830ee9843f7a9b1549a,True
67,Rock Me UP!,"A dose of high energy, feel-good rock tunes. Press play and let the good vibes come your way.",https://open.spotify.com/playlist/37i9dQZF1DX0wiundViT27,37i9dQZF1DX0wiundViT27,https://i.scdn.co/image/ab67706f00000003b6ce3ad849b97fb35ee91cb2,True
68,All Things Post,Post-hardcore. Post-punk. Post-rock. Post-everything. Cover: Metz,https://open.spotify.com/playlist/37i9dQZF1DX9Mqxt6NLTDY,37i9dQZF1DX9Mqxt6NLTDY,https://i.scdn.co/image/ab67706f000000033dc2caaee289b7e6ed1627de,True
69,Emo Forever,All the standard emo anthems. Cover: Gerard Way,https://open.spotify.com/playlist/37i9dQZF1DX9wa6XirBPv8,37i9dQZF1DX9wa6XirBPv8,https://i.scdn.co/image/ab67706f000000037c6fd6e38de56e19e85379b7,True
70,Classic Hardcore,Classic songs from the legends of the hardcore scene.,https://open.spotify.com/playlist/37i9dQZF1DXaGNG7NmtmZv,37i9dQZF1DXaGNG7NmtmZv,https://i.scdn.co/image/ab67706f00000003693af7b6870f72b2ffcfcda6,True
71,Ultimate Rock Gaming,"Rock out while you game, this is 10+ hours of the best in Rock.",https://open.spotify.com/playlist/37i9dQZF1DWZjmJmeiazwd,37i9dQZF1DWZjmJmeiazwd,https://i.scdn.co/image/ab67706f000000035da7920d284b7f56507580b3,True
72,New Boots,New Music Discovery is what we're about.  Try it on for size. Cover: Ingrid Andress,https://open.spotify.com/playlist/37i9dQZF1DX8S0uQvJ4gaa,37i9dQZF1DX8S0uQvJ4gaa,https://i.scdn.co/image/ab67706f000000030e572597d6e403aad481dd24,True
73,Wild Country,Country gone wild! You never know what you're gonna get.  Artist: Clare Dunn,https://open.spotify.com/playlist/37i9dQZF1DX5mB2C8gBeUM,37i9dQZF1DX5mB2C8gBeUM,https://i.scdn.co/image/ab67706f00000003e19028de52ace7ac2f2f13ca,True
74,Country Gold,Spotify Fan Favorites from the last few years.  Artist: Luke Bryan,https://open.spotify.com/playlist/37i9dQZF1DWYnwbYQ5HnZU,37i9dQZF1DWYnwbYQ5HnZU,https://i.scdn.co/image/ab67706f00000003bbfea8a119029ee5fdc87408,True
75,Texas Music Now,From the Dance Halls and Honky Tonks across America to the World!  Cover: Randall King,https://open.spotify.com/playlist/37i9dQZF1DX3Ee0ngF5ZVQ,37i9dQZF1DX3Ee0ngF5ZVQ,https://i.scdn.co/image/ab67706f00000003ff1bdab0baf040a58bb045c8,True
76,Country Coffeehouse,The Country Coffeehouse is open! Grab a cup and lean back to some low-key country.,https://open.spotify.com/playlist/37i9dQZF1DWYiR2Uqcon0X,37i9dQZF1DWYiR2Uqcon0X,https://i.scdn.co/image/ab67706f000000031c853be1a053c7a3a24d69db,True
77,Breakout Country,Top trending new and recent tracks from the last few weeks.  Cover: Mickey Guyton,https://open.spotify.com/playlist/37i9dQZF1DWW7RgkOJG32Y,37i9dQZF1DWW7RgkOJG32Y,https://i.scdn.co/image/ab67706f000000038b62681d43b6d074918a4456,True
78,Country Kind of Love,Nothing but beautiful country love songs. Cover: Garth Brooks & Trisha Yearwood,https://open.spotify.com/playlist/37i9dQZF1DX8WMG8VPSOJC,37i9dQZF1DX8WMG8VPSOJC,https://i.scdn.co/image/ab67706f000000034e9ab66936ed634fb56ff5f6,True
79,Country Nights,Nighttime is the right time for these party hits!,https://open.spotify.com/playlist/37i9dQZF1DWXi7h4mmmkzD,37i9dQZF1DWXi7h4mmmkzD,https://i.scdn.co/image/ab67706f00000003ea587c567a887f15f47202a6,True
80,Chillin' on a Dirt Road,Country music to get you back to the basics.,https://open.spotify.com/playlist/37i9dQZF1DWTkxQvqMy4WW,37i9dQZF1DWTkxQvqMy4WW,https://i.scdn.co/image/ab67706f00000003f5b078962d37890234b76125,True
81,Country by the Grace of God,The country way of testifying.  Cover: Carrie Underwood,https://open.spotify.com/playlist/37i9dQZF1DWU2LcZVHsTdv,37i9dQZF1DWU2LcZVHsTdv,https://i.scdn.co/image/ab67706f00000003ce1e6cd4df4f272f547a3faa,True
82,This Is: Merle Haggard,All Mighty Merle...All The Time!,https://open.spotify.com/playlist/37i9dQZF1DWU1xHgjMaSpW,37i9dQZF1DWU1xHgjMaSpW,https://i.scdn.co/image/ab67706f00000003eab366573b70984cc7713ea2,True
83,This Is:  Johnny Cash,"Celebrating the 50th Anniversary of the release of the iconic album ""Folsom Prison Blues"".",https://open.spotify.com/playlist/37i9dQZF1DX1kw8OX1mNoI,37i9dQZF1DX1kw8OX1mNoI,https://i.scdn.co/image/ab67706f0000000337c6d71158726f634d7daa16,True
84,From Beginning To End:  Johnny Cash,"The Number 1's, B-Side hits and some that weren't. The Johnny Cash singles from the beginning of his career to his last recordings. In Celebration of Cash's 85 Birthday!",https://open.spotify.com/playlist/64FJj5HaUHR6KrKSsU8KPx,64FJj5HaUHR6KrKSsU8KPx,https://i.scdn.co/image/ab67706c0000bebbbeeb4f8e0cc1862b152c4fe2,True
85,90's Country,Country that made Country Cool! Cover:  Shania Twain,https://open.spotify.com/playlist/37i9dQZF1DWVpjAJGB70vU,37i9dQZF1DWVpjAJGB70vU,https://i.scdn.co/image/ab67706f000000030b52aec88b0f048242888473,True
86,New Traditions: Country Heroes,"The latest music from our Country Heroes. Hear Travis Tritt's brand new track ""Smoke In A Bar"". 
Cover: Travis Tritt",https://open.spotify.com/playlist/37i9dQZF1DX24Kh15JFQJ0,37i9dQZF1DX24Kh15JFQJ0,https://i.scdn.co/image/ab67706f00000003dd12f809100f5f680cc28632,True
87,Southern Rock 101,The early pioneers and current favorites in Southern Rock.  Cover:  The Godfather...Charlie Daniels.,https://open.spotify.com/playlist/37i9dQZF1DXbDjX0hus3Iu,37i9dQZF1DXbDjX0hus3Iu,https://i.scdn.co/image/ab67706f0000000305b5a859cc923f25788cc627,True
88,Field Party,"Country rap songs, made to be cranked up.  Hear tracks from Colt's latest release ""We The People, Vol. 1.""  Cover: Colt Ford",https://open.spotify.com/playlist/37i9dQZF1DXc0fQ4sGOnVJ,37i9dQZF1DXc0fQ4sGOnVJ,https://i.scdn.co/image/ab67706f00000003aee618c20c5d99fd6f09d7a6,True
89,Classic Honky Tonk,"All songs about drinking, cheating, heartaches and everything else going on in a classic honky tonk.",https://open.spotify.com/playlist/0NfjMqrzcGKVsbYZmhf4Md,0NfjMqrzcGKVsbYZmhf4Md,https://i.scdn.co/image/ab67706c0000bebb30ec0eff4844b5161b5075b0,True
90,Country Rocks,"Country Music that ROCKS!!  
Cover:  Brothers Osborne",https://open.spotify.com/playlist/37i9dQZF1DWWH0izG4erma,37i9dQZF1DWWH0izG4erma,https://i.scdn.co/image/ab67706f000000034285570d381ef6ecd51af04a,True
91,The Newness,"The newest, freshest R&B tunes.  Cover: VanJess",https://open.spotify.com/playlist/37i9dQZF1DWUzFXarNiofw,37i9dQZF1DWUzFXarNiofw,https://i.scdn.co/image/ab67706f0000000374b6ac6641c973d8eeb80167,True
92,Channel X,Where R&B from around the world comes to play with hip-hop & pop!   Cover: THEY.,https://open.spotify.com/playlist/37i9dQZF1DX4y8h9WqDPAE,37i9dQZF1DX4y8h9WqDPAE,https://i.scdn.co/image/ab67706f0000000305edf7ab01dc2da5b4da06ce,True
93,Gold Edition,All the jams. Cover: Toni Braxton,https://open.spotify.com/playlist/37i9dQZF1DWXnexX7CktaI,37i9dQZF1DWXnexX7CktaI,https://i.scdn.co/image/ab67706f000000037be3edc726cd264f1cc828f4,True
94,Alternative R&B,These progressive R&B and soul tracks can't be put in a box. Cover: Brent Faiyaz,https://open.spotify.com/playlist/37i9dQZF1DWSfMe9z89s9B,37i9dQZF1DWSfMe9z89s9B,https://i.scdn.co/image/ab67706f00000003d7084c395ef3312c97b4933d,True
95,Chilled R&B,Chilled R&B jams for your most relaxed moods.,https://open.spotify.com/playlist/37i9dQZF1DX2UgsUIg75Vg,37i9dQZF1DX2UgsUIg75Vg,https://i.scdn.co/image/ab67706f000000032b29b4a26e620ccd2bd2d2f8,True
96,The Sweet Suite,Come inside The Sweet Suite and get in the mood with some amazing R&B ballads from the past and present.,https://open.spotify.com/playlist/37i9dQZF1DX2Ma8k80RiMN,37i9dQZF1DX2Ma8k80RiMN,https://i.scdn.co/image/ab67706f00000003341eef613cf4ca266218f847,True
97,Soul Revived,"Revive your soul with this playlist, featuring updated takes on classic R&B and soul tunes.",https://open.spotify.com/playlist/37i9dQZF1DWY12BqhkMFW2,37i9dQZF1DWY12BqhkMFW2,https://i.scdn.co/image/ab67706f000000036e618b1681ab40dc53e5fb7d,True
98,Soul Lounge,"Whether you're lounging at home or out with your friends, let this playlist provide your soundtrack.",https://open.spotify.com/playlist/37i9dQZF1DX62Nfha2yFhL,37i9dQZF1DX62Nfha2yFhL,https://i.scdn.co/image/ab67706f000000036e1034ebd7b7c86546c6acca,True
99,'90s Baby Makers,What we're gonna do right now is go back—back in time. Here are all your favorite '90s R&B slow jams!,https://open.spotify.com/playlist/37i9dQZF1DWVEvzGeX3eRs,37i9dQZF1DWVEvzGeX3eRs,https://i.scdn.co/image/ab67706f000000039d574d6f27a73e668fee93ef,True
100,Wine & Dine,"As you prepare and settle into your romantic dinner, let us provide the soundtrack with these RnB/Soul love songs.",https://open.spotify.com/playlist/37i9dQZF1DWTJNOeepZTGy,37i9dQZF1DWTJNOeepZTGy,https://i.scdn.co/image/ab67706f000000033105706fe5392048496c8e1e,True
101,Spread the Gospel,Experience the powerful messages and sounds of these gospel tunes.,https://open.spotify.com/playlist/37i9dQZF1DX7OIddoQVdRt,37i9dQZF1DX7OIddoQVdRt,https://i.scdn.co/image/ab67706f00000003a88ac8a27dd714bacc2d9ddd,True
102,Funk Outta Here,Funk to these good ol' funky soul classics!,https://open.spotify.com/playlist/37i9dQZF1DX70TzPK5buVf,37i9dQZF1DX70TzPK5buVf,https://i.scdn.co/image/ab67706f000000031680a8b576d55e90a1122fcb,True
