names,description,url,id,image,public
Today's Top Hits,Lil Nas X is on top of the Hottest 50!,https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,37i9dQZF1DXcBWIGoYBM5M,https://i.scdn.co/image/ab67706f00000003043f5ae3bc32daf628ea6c47,True
RapCaviar,"Music from Lil Tecca, NLE Choppa and YNW Melly.",https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,37i9dQZF1DX0XUsuxWHRQd,https://i.scdn.co/image/ab67706f00000003a7bc7dd692c5c05f5a7a0a37,True
Hot Country,"Today's top country hits of the week, worldwide! Cover: Dan + Shay",https://open.spotify.com/playlist/37i9dQZF1DX1lVhptIYRda,37i9dQZF1DX1lVhptIYRda,https://i.scdn.co/image/ab67706f0000000383bb67968025ab39b2322128,True
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Ingratax",https://open.spotify.com/playlist/37i9dQZF1DX10zKzsJ2jva,37i9dQZF1DX10zKzsJ2jva,https://i.scdn.co/image/ab67706f00000003b013c70c52f585e00f12bf95,True
New Music Friday,"New music from Lizzo + Cardi B, Machine Gun Kelly, Dan + Shay, and more! ",https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,37i9dQZF1DX4JAvHpjipBk,https://i.scdn.co/image/ab67706f0000000363f940688829f6d0eb41e74b,True
Peaceful Piano,Relax and indulge with beautiful piano pieces,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,37i9dQZF1DX4sWSpwq3LiO,https://i.scdn.co/image/ab67706f00000003ca5a7517156021292e5663a6,True
Are & Be,The pulse of R&B music today.  Cover: Brent Faiyaz,https://open.spotify.com/playlist/37i9dQZF1DX4SBhb3fqCJd,37i9dQZF1DX4SBhb3fqCJd,https://i.scdn.co/image/ab67706f00000003c6d6dd24f58f37d223a61b37,True
Rock Classics,Rock legends and epic songs that continue to inspire generations.,https://open.spotify.com/playlist/37i9dQZF1DWXRqgorJj26U,37i9dQZF1DWXRqgorJj26U,https://i.scdn.co/image/ab67706f000000031e4a64644c89f628292bf7c6,True
mint,"The world's biggest dance hits. Featuring new music from Tiesto & KAROL G, Joel Corry, Jax Jones, Saweetie & Charli XCX, RÜFÜS DU SOL and more!",https://open.spotify.com/playlist/37i9dQZF1DX4dyzvuaRJ0n,37i9dQZF1DX4dyzvuaRJ0n,https://i.scdn.co/image/ab67706f00000003b5558ab337787cc0dd10024f,True
Rock This,"The newest music from Machine Gun Kelly, along with the top Rock songs you need to know.",https://open.spotify.com/playlist/37i9dQZF1DXcF6B6QPhFDv,37i9dQZF1DXcF6B6QPhFDv,https://i.scdn.co/image/ab67706f00000003d24b64d03d828be9ca6c6caf,True
New Music Friday,The very best in new music from around the world.  Cover: Lizzo & Cardi B,https://open.spotify.com/playlist/37i9dQZF1DWXJfnUiYjUKT,37i9dQZF1DWXJfnUiYjUKT,https://i.scdn.co/image/ab67706f00000003b547bb03405b212b223ced37,True
just hits,Current favorites and exciting new music. Cover: The Weeknd,https://open.spotify.com/playlist/37i9dQZF1DXcRXFNfZr7Tp,37i9dQZF1DXcRXFNfZr7Tp,https://i.scdn.co/image/ab67706f0000000369c016fd01a0527489b3f7cb,True
All Out 00s,The biggest songs of the 2000s.,https://open.spotify.com/playlist/37i9dQZF1DX4o1oenSJRJd,37i9dQZF1DX4o1oenSJRJd,https://i.scdn.co/image/ab67706f000000032035dd6c9268b001a79f7866,True
All Out 90s,The biggest songs of the 1990s.,https://open.spotify.com/playlist/37i9dQZF1DXbTxeAdrVG2l,37i9dQZF1DXbTxeAdrVG2l,https://i.scdn.co/image/ab67706f00000003e66d92af4b1c3da385d4a6a1,True
All Out 80s,The biggest songs of the 1980s. Cover: Phil Collins.,https://open.spotify.com/playlist/37i9dQZF1DX4UtSsGT1Sbe,37i9dQZF1DX4UtSsGT1Sbe,https://i.scdn.co/image/ab67706f0000000303b03013138d4637a05d6ffc,True
All Out 70s,"The biggest songs of the 1970s. Cover: The O'Jays.
",https://open.spotify.com/playlist/37i9dQZF1DWTJ7xPn4vNaz,37i9dQZF1DWTJ7xPn4vNaz,https://i.scdn.co/image/ab67706f00000003fe7af7e3213324659ede1d76,True
All Out 60s,"The biggest songs of the 1960s.
",https://open.spotify.com/playlist/37i9dQZF1DXaKIA8E7WcJj,37i9dQZF1DXaKIA8E7WcJj,https://i.scdn.co/image/ab67706f00000003a7f81e5fa70259efa172382b,True
All Out 50s,The biggest songs of the 1950s.,https://open.spotify.com/playlist/37i9dQZF1DWSV3Tk4GO2fq,37i9dQZF1DWSV3Tk4GO2fq,https://i.scdn.co/image/ab67706f0000000320be3dd26294d76b725cdaa4,True
Soft Pop Hits,Listen to easy songs from your favorite artists! Cover: Adele,https://open.spotify.com/playlist/37i9dQZF1DWTwnEm1IYyoj,37i9dQZF1DWTwnEm1IYyoj,https://i.scdn.co/image/ab67706f00000003a259e07a24c5b6ccf60de2d3,True
Signed XOXO,"Crossing over like Allen I. Cover: Yung Bleu
",https://open.spotify.com/playlist/37i9dQZF1DX2A29LI7xHn1,37i9dQZF1DX2A29LI7xHn1,https://i.scdn.co/image/ab67706f00000003da372845054d93584b42a43c,True
Most Necessary,The official voice of generation next. Cover: Sheff G,https://open.spotify.com/playlist/37i9dQZF1DX2RxBh64BHjQ,37i9dQZF1DX2RxBh64BHjQ,https://i.scdn.co/image/ab67706f00000003959a41b446bf0893e63589fe,True
Gold School,Taking it back. Cover: Jadakiss,https://open.spotify.com/playlist/37i9dQZF1DWVA1Gq4XHa6U,37i9dQZF1DWVA1Gq4XHa6U,https://i.scdn.co/image/ab67706f00000003c71b9a909ce5a1961d0b7fcb,True
Get Turnt,Mode: Turnt,https://open.spotify.com/playlist/37i9dQZF1DWY4xHQp97fN6,37i9dQZF1DWY4xHQp97fN6,https://i.scdn.co/image/ab67706f00000003e0807bac61bd936d31a80289,True
B.A.E.,Hip-Hop + R&B: Before. Anything. Else. Cover: K Camp,https://open.spotify.com/playlist/37i9dQZF1DWX3387IZmjNa,37i9dQZF1DWX3387IZmjNa,https://i.scdn.co/image/ab67706f00000003b6eba599c299a1fd03037594,True
African Heat,"The tracks heating up the continent right now! Cover: <a href=""https://open.spotify.com/artist/7fKO99ryLDo8VocdtVvwZW?si=PEZ7ZfA6RzO5rq1kp4mBPA&dl_branch=1"">Yemi Alade</a>  ",https://open.spotify.com/playlist/37i9dQZF1DWYkaDif7Ztbp,37i9dQZF1DWYkaDif7Ztbp,https://i.scdn.co/image/ab67706f000000035d3826e71fcf55d3f9286c88,True
Mind Right,The Real hip-hop. Cover: Nas,https://open.spotify.com/playlist/37i9dQZF1DX5hR0J49CmXC,37i9dQZF1DX5hR0J49CmXC,https://i.scdn.co/image/ab67706f000000036a3bf8bfcafbd76a93833457,True
Dancehall Official,The best in new & current Dancehall. Cover: Alkaline,https://open.spotify.com/playlist/37i9dQZF1DXan38dNVDdl4,37i9dQZF1DXan38dNVDdl4,https://i.scdn.co/image/ab67706f00000003dd6f56aec4b94adca3b94450,True
Westside Story,Holdin' it down for the westside. Cover: Remble,https://open.spotify.com/playlist/37i9dQZF1DWSvKsRPPnv5o,37i9dQZF1DWSvKsRPPnv5o,https://i.scdn.co/image/ab67706f000000035c07a0f0bfc286791a6eb2af,True
Power Workout,For whatever activity you do that may need a punch of intensity!,https://open.spotify.com/playlist/37i9dQZF1DWUVpAXiEPK8P,37i9dQZF1DWUVpAXiEPK8P,https://i.scdn.co/image/ab67706f000000035b9afc20f73de2953ea450f7,True
No Cap,The hottest out the south. Cover: Young Nudy,https://open.spotify.com/playlist/37i9dQZF1DX0Tkc6ltcBfU,37i9dQZF1DX0Tkc6ltcBfU,https://i.scdn.co/image/ab67706f000000038df7cf7984c1f082b613d0d5,True
State of Mind,Up and down I-95. Cover: Bizzy Banks,https://open.spotify.com/playlist/37i9dQZF1DX1YPTAhwehsC,37i9dQZF1DX1YPTAhwehsC,https://i.scdn.co/image/ab67706f000000032a861e2826c5565a3a28b172,True
Alternative Hip Hop,"New, leftfield and for the real hip-hop stans! Cover: Mick Jenkins",https://open.spotify.com/playlist/37i9dQZF1DWTggY0yqBxES,37i9dQZF1DWTggY0yqBxES,https://i.scdn.co/image/ab67706f000000031c62c0986c6d951b909e7067,True
Workout Twerkout,Get your body right with this workout twerkout,https://open.spotify.com/playlist/37i9dQZF1DX0HRj9P7NxeE,37i9dQZF1DX0HRj9P7NxeE,https://i.scdn.co/image/ab67706f00000003e3c40ab7c0d150be536f492e,True
We Everywhere,"Afro sounds crossing borders. Top Afro Bashment, Pop, Fusion / X-Overs from all across the world.  Cover: <a href=""spotify:artist:3tVQdUvClmAT7URs9V3rsp"">WizKid</a>",https://open.spotify.com/playlist/37i9dQZF1DWT6SJaitNDax,37i9dQZF1DWT6SJaitNDax,https://i.scdn.co/image/ab67706f000000035e2da04ffe7dd09fe225d6c5,True
Black History Salute,Saluting the songs and artists that have filled us with pride.,https://open.spotify.com/playlist/37i9dQZF1DX2r0FByV5U4C,37i9dQZF1DX2r0FByV5U4C,https://i.scdn.co/image/ab67706f00000003541ee6776be2adaf393ca8ea,True
Behind The Lyrics: Hip Hop,"Watch your screen as you listen to see lyrics, fun facts, and artist stories from Genius! (on mobile only)",https://open.spotify.com/playlist/37i9dQZF1DXaKctwWdt4be,37i9dQZF1DXaKctwWdt4be,https://i.scdn.co/image/ab67706f00000003e3fb132e20dc80ab038883f7,True
New Noise,Here's your cheat sheet for everything new in the rock/alt world. Cover: Palaye Royale,https://open.spotify.com/playlist/37i9dQZF1DWT2jS7NwYPVI,37i9dQZF1DWT2jS7NwYPVI,https://i.scdn.co/image/ab67706f0000000388d7c4f9deeb799d5f993afb,True
The New Alt,No rules. No boundaries. Just cool music you need to hear. Cover: WILLOW,https://open.spotify.com/playlist/37i9dQZF1DX82GYcclJ3Ug,37i9dQZF1DX82GYcclJ3Ug,https://i.scdn.co/image/ab67706f000000033a743595ca100447e6bab902,True
Rock Solid,New classics and essential cuts from all your favorite rock bands. Cover: Rage Against The Machine,https://open.spotify.com/playlist/37i9dQZF1DX49jUV2NfGku,37i9dQZF1DX49jUV2NfGku,https://i.scdn.co/image/ab67706f00000003cf20210dbff3b9ff7fe5706c,True
Rock This: Best of 2017,A look back at some of the most impactful songs of 2017.,https://open.spotify.com/playlist/37i9dQZF1DX1Jg9KZ76Rr9,37i9dQZF1DX1Jg9KZ76Rr9,https://i.scdn.co/image/ab67706f000000035c21a744e28d69209cd4b1b7,True
Rock Party,The ultimate rock party playlist!,https://open.spotify.com/playlist/37i9dQZF1DX8FwnYE6PRvL,37i9dQZF1DX8FwnYE6PRvL,https://i.scdn.co/image/ab67706f00000003feb66cd1f6632ecfa89b3e8c,True
You & Me,It's just us—and this awesome alt soundtrack.,https://open.spotify.com/playlist/37i9dQZF1DX6mvEU1S6INL,37i9dQZF1DX6mvEU1S6INL,https://i.scdn.co/image/ab67706f00000003399330e810fd7b01ea377ee8,True
It's ALT Good!,ALT the Good Vibes.,https://open.spotify.com/playlist/37i9dQZF1DX2SK4ytI2KAZ,37i9dQZF1DX2SK4ytI2KAZ,https://i.scdn.co/image/ab67706f0000000347cd5a0f1c493c1f809cdeec,True
The Scene,"Call it pop-punk, emo, post-hardcore, whatever you want. We call it all awesome. Cover: Waterparks",https://open.spotify.com/playlist/37i9dQZF1DWZkHEX2YHpDV,37i9dQZF1DWZkHEX2YHpDV,https://i.scdn.co/image/ab67706f00000003c6f3a9bf5b77fafcdd1048cd,True
Rock Hard,For those who like the newest songs loud. Very loud. Cover: Black Veil Brides,https://open.spotify.com/playlist/37i9dQZF1DWWJOmJ7nRx0C,37i9dQZF1DWWJOmJ7nRx0C,https://i.scdn.co/image/ab67706f00000003bb9a0b09df60d8dd20cc02b2,True
This Is Ryan Adams,"The essential Ryan Adams, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DXdXKIWnpyigm,37i9dQZF1DXdXKIWnpyigm,https://i.scdn.co/image/ab67706f000000038175dfc8e027e1ad667191d0,True
This Is The Black Keys,One of the most iconic bands of recent time. Here is the best of The Black Keys.,https://open.spotify.com/playlist/37i9dQZF1DX2rBR3X9E86S,37i9dQZF1DX2rBR3X9E86S,https://i.scdn.co/image/ab67706f000000032bfb21f9aa8a779bccc0b194,True
This Is Tom Petty,"Experience Tom Petty's final project, ""Wildflowers & All The Rest,"" the way he originally envisioned it.",https://open.spotify.com/playlist/37i9dQZF1DWUlZhYdX0uqM,37i9dQZF1DWUlZhYdX0uqM,https://i.scdn.co/image/ab67706f000000037c06177f46991eda50c57879,True
This Is Nirvana,"The best of Nirvana, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DX82CY3GzF2m6,37i9dQZF1DX82CY3GzF2m6,https://i.scdn.co/image/ab67706f00000003c9328ee6b657b925693b1a9f,True
This Is Ramones,"The essential Ramones, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DWWc7UGhP4Mpw,37i9dQZF1DWWc7UGhP4Mpw,https://i.scdn.co/image/ab67706f00000003062bbea101c18ebb10d5231f,True
This Is Green Day,"Welcome to Paradise, Green Day fans!",https://open.spotify.com/playlist/37i9dQZF1DWVPJN9etkrEa,37i9dQZF1DWVPJN9etkrEa,https://i.scdn.co/image/ab67706f00000003d3384b53dacf17293efd7e19,True
This Is Metallica,"The best of Metallica, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DXbj9Ksq4BAdj,37i9dQZF1DXbj9Ksq4BAdj,https://i.scdn.co/image/ab67706f00000003dc285e9e8f063d55a5aa3e80,True
This Is Jane's Addiction,Jane says these are the essentials.,https://open.spotify.com/playlist/37i9dQZF1DXcGV9sg8bMdx,37i9dQZF1DXcGV9sg8bMdx,https://i.scdn.co/image/ab67706f00000003435c69b0428a3efa6945b1a8,True
This Is Oasis,"The best of Oasis, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DWXupFIUw7TOC,37i9dQZF1DWXupFIUw7TOC,https://i.scdn.co/image/ab67706f000000031c6021c97c246c52beb2c6fe,True
This Is KISS,"The essential KISS, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DX5L9gRaHajqj,37i9dQZF1DX5L9gRaHajqj,https://i.scdn.co/image/ab67706f0000000358ac1cf801126f13fc174e83,True
Dirty Rock,Get down and dirty with these bluesy rock songs. Cover: Royal Blood,https://open.spotify.com/playlist/37i9dQZF1DWY6vTWIdZ54A,37i9dQZF1DWY6vTWIdZ54A,https://i.scdn.co/image/ab67706f000000030c0e61ad77e0cee4fbf6b605,True
One More Rep,Rock this list to help you rock that last rep. Gainz.,https://open.spotify.com/playlist/37i9dQZF1DX5OUjSS1OMgV,37i9dQZF1DX5OUjSS1OMgV,https://i.scdn.co/image/ab67706f0000000382894e9aedb86fd9f2f724db,True
90s Rock Anthems,These songs rocked the 90s. Cover: Nirvana,https://open.spotify.com/playlist/37i9dQZF1DX1rVvRgjX59F,37i9dQZF1DX1rVvRgjX59F,https://i.scdn.co/image/ab67706f00000003b6e605ef428ddef4b7ce24aa,True
Soak Up the Sun,Drink up these tunes and all the feels. Good vibes only.,https://open.spotify.com/playlist/37i9dQZF1DX6ALfRKlHn1t,37i9dQZF1DX6ALfRKlHn1t,https://i.scdn.co/image/ab67706f000000036a08b40c2fdab55289b0c41f,True
License To Chill,Chill out with these awesome alt songs.,https://open.spotify.com/playlist/37i9dQZF1DXa9xHlDa5fc6,37i9dQZF1DXa9xHlDa5fc6,https://i.scdn.co/image/ab67706f000000037a1093011f570a0a950781d2,True
Rockin' Vibes,"The best in alt, folk, and indie rock. Cover: KALEO",https://open.spotify.com/playlist/37i9dQZF1DX2aneNMeYHQ8,37i9dQZF1DX2aneNMeYHQ8,https://i.scdn.co/image/ab67706f00000003e2cc193ba4a5e0992f78c8b0,True
Rock Ballads,"Chill out with these awesome rock ballads. Cover: <a href=""spotify:artist:6Wr3hh341P84m3EI8qdn9O"">Rise Against</a>",https://open.spotify.com/playlist/37i9dQZF1DWXs1L3AC0Xio,37i9dQZF1DWXs1L3AC0Xio,https://i.scdn.co/image/ab67706f00000003f7fffba3c886d3145adbf4fb,True
New Alt-Rock Mixtape,This is the best of today's true alternative rock scene.,https://open.spotify.com/playlist/37i9dQZF1DXa6YOhGMjjgx,37i9dQZF1DXa6YOhGMjjgx,https://i.scdn.co/image/ab67706f000000036649baa5c63bb6f687d52772,True
Nu Metal Generation,All hail the eyebrow ring. Cover: Limp Bizkit,https://open.spotify.com/playlist/37i9dQZF1DXcfZ6moR6J0G,37i9dQZF1DXcfZ6moR6J0G,https://i.scdn.co/image/ab67706f00000003000177378eb82e218aa0498f,True
Alternative Beats,"Alternative meets electronic. Cover: grandson, VIC MENSA, & Masked Wolf",https://open.spotify.com/playlist/37i9dQZF1DWXMg4uP5o3dm,37i9dQZF1DWXMg4uP5o3dm,https://i.scdn.co/image/ab67706f0000000332a8ecaaf799bb366aa1970b,True
Rock Covers,"Sometimes a cover can be even better than the original. You decide. Cover: Tom Morello, Eddie Vedder, & Bruce Springsteen",https://open.spotify.com/playlist/37i9dQZF1DX2S9rTKTX6JP,37i9dQZF1DX2S9rTKTX6JP,https://i.scdn.co/image/ab67706f00000003c7efb8313ae7355bf9299594,True
Shoegaze Classics,The essential beautiful noise: sweet and sour fuzz to warm your heart. Cover: my bloody valentine,https://open.spotify.com/playlist/37i9dQZF1DX6ujZpAN0v9r,37i9dQZF1DX6ujZpAN0v9r,https://i.scdn.co/image/ab67706f00000003296aeddc9f01c0d09aa6fff9,True
Rock Me UP!,"A dose of high energy, feel-good rock tunes. Press play and let the good vibes come your way.",https://open.spotify.com/playlist/37i9dQZF1DX0wiundViT27,37i9dQZF1DX0wiundViT27,https://i.scdn.co/image/ab67706f00000003b6ce3ad849b97fb35ee91cb2,True
All Things Post,Post-hardcore. Post-punk. Post-rock. Post-everything. Cover: Metz,https://open.spotify.com/playlist/37i9dQZF1DX9Mqxt6NLTDY,37i9dQZF1DX9Mqxt6NLTDY,https://i.scdn.co/image/ab67706f000000033dc2caaee289b7e6ed1627de,True
Emo Forever,All the standard emo anthems. Cover: Gerard Way,https://open.spotify.com/playlist/37i9dQZF1DX9wa6XirBPv8,37i9dQZF1DX9wa6XirBPv8,https://i.scdn.co/image/ab67706f000000037c6fd6e38de56e19e85379b7,True
Classic Hardcore,Classic songs from the legends of the hardcore scene.,https://open.spotify.com/playlist/37i9dQZF1DXaGNG7NmtmZv,37i9dQZF1DXaGNG7NmtmZv,https://i.scdn.co/image/ab67706f00000003693af7b6870f72b2ffcfcda6,True
Ultimate Rock Gaming,"Rock out while you game, this is 10+ hours of the best in Rock.",https://open.spotify.com/playlist/37i9dQZF1DWZjmJmeiazwd,37i9dQZF1DWZjmJmeiazwd,https://i.scdn.co/image/ab67706f000000035da7920d284b7f56507580b3,True
New Boots,New Music Discovery is what we're about.  Try it on for size. Cover: Kidd G,https://open.spotify.com/playlist/37i9dQZF1DX8S0uQvJ4gaa,37i9dQZF1DX8S0uQvJ4gaa,https://i.scdn.co/image/ab67706f0000000357a87e3cec4d44f1f6e4895b,True
Wild Country,Country gone wild! You never know what you're gonna get.  Artist: Lily Rose,https://open.spotify.com/playlist/37i9dQZF1DX5mB2C8gBeUM,37i9dQZF1DX5mB2C8gBeUM,https://i.scdn.co/image/ab67706f00000003edcbc1fd21d80c544e37798d,True
Country Gold,Spotify Fan Favorites from the last few years.  Artist: Billy Currington,https://open.spotify.com/playlist/37i9dQZF1DWYnwbYQ5HnZU,37i9dQZF1DWYnwbYQ5HnZU,https://i.scdn.co/image/ab67706f00000003bfebccbe6476372195b35d88,True
Texas Country Now,From the Dance Halls and Honky Tonks across America to the World! Formerly Texas Music Now. Cover: Parker McCollum,https://open.spotify.com/playlist/37i9dQZF1DX3Ee0ngF5ZVQ,37i9dQZF1DX3Ee0ngF5ZVQ,https://i.scdn.co/image/ab67706f00000003790bf929a43b9069eb12f6ee,True
Country Coffeehouse,The Country Coffeehouse is open! Grab a cup and lean back to some low-key country.,https://open.spotify.com/playlist/37i9dQZF1DWYiR2Uqcon0X,37i9dQZF1DWYiR2Uqcon0X,https://i.scdn.co/image/ab67706f000000031c853be1a053c7a3a24d69db,True
Breakout Country,Top trending new and recent tracks from the last few weeks.  Cover: Callista Clark,https://open.spotify.com/playlist/37i9dQZF1DWW7RgkOJG32Y,37i9dQZF1DWW7RgkOJG32Y,https://i.scdn.co/image/ab67706f0000000366747e5fa67c5927803b1d40,True
Country Kind of Love,Nothing but beautiful country love songs. ,https://open.spotify.com/playlist/37i9dQZF1DX8WMG8VPSOJC,37i9dQZF1DX8WMG8VPSOJC,https://i.scdn.co/image/ab67706f000000031416f67f937b9ee33b3753e2,True
Country Nights,Nighttime is the right time for these party hits!,https://open.spotify.com/playlist/37i9dQZF1DWXi7h4mmmkzD,37i9dQZF1DWXi7h4mmmkzD,https://i.scdn.co/image/ab67706f00000003ea587c567a887f15f47202a6,True
Chillin' on a Dirt Road,Country music to get you back to the basics.,https://open.spotify.com/playlist/37i9dQZF1DWTkxQvqMy4WW,37i9dQZF1DWTkxQvqMy4WW,https://i.scdn.co/image/ab67706f00000003f5b078962d37890234b76125,True
Country by the Grace of God,"The country way of testifying. 
Cover: Jimmie Allen",https://open.spotify.com/playlist/37i9dQZF1DWU2LcZVHsTdv,37i9dQZF1DWU2LcZVHsTdv,https://i.scdn.co/image/ab67706f00000003a4884f9b53eb7e6451efbe16,True
This Is: Merle Haggard,All Mighty Merle...All The Time!,https://open.spotify.com/playlist/37i9dQZF1DWU1xHgjMaSpW,37i9dQZF1DWU1xHgjMaSpW,https://i.scdn.co/image/ab67706f00000003eab366573b70984cc7713ea2,True
This Is:  Johnny Cash,"This is Johnny Cash. The essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX1kw8OX1mNoI,37i9dQZF1DX1kw8OX1mNoI,https://i.scdn.co/image/ab67706f0000000337c6d71158726f634d7daa16,True
90's Country,Country that made Country Cool! Cover:  Shania Twain,https://open.spotify.com/playlist/37i9dQZF1DWVpjAJGB70vU,37i9dQZF1DWVpjAJGB70vU,https://i.scdn.co/image/ab67706f000000030b52aec88b0f048242888473,True
New Traditions: Country Heroes,"The latest music from our Country Heroes.
Cover: Clay Walker",https://open.spotify.com/playlist/37i9dQZF1DX24Kh15JFQJ0,37i9dQZF1DX24Kh15JFQJ0,https://i.scdn.co/image/ab67706f000000031f6a18f0636e6423911d817b,True
Southern Rock 101,The early pioneers and current favorites in Southern Rock.  Cover:  The Godfather...Charlie Daniels.,https://open.spotify.com/playlist/37i9dQZF1DXbDjX0hus3Iu,37i9dQZF1DXbDjX0hus3Iu,https://i.scdn.co/image/ab67706f0000000305b5a859cc923f25788cc627,True
Field Party,"Country rap songs, made to be cranked up.   Cover: Colt Ford",https://open.spotify.com/playlist/37i9dQZF1DXc0fQ4sGOnVJ,37i9dQZF1DXc0fQ4sGOnVJ,https://i.scdn.co/image/ab67706f00000003aee618c20c5d99fd6f09d7a6,True
Classic Honky Tonk,"All songs about drinking, cheating, heartaches and everything else going on in a classic honky tonk.",https://open.spotify.com/playlist/0NfjMqrzcGKVsbYZmhf4Md,0NfjMqrzcGKVsbYZmhf4Md,https://i.scdn.co/image/ab67706c0000bebb30ec0eff4844b5161b5075b0,True
Country Rocks,"Country Music that ROCKS!!  
Cover:  Jackson Dean",https://open.spotify.com/playlist/37i9dQZF1DWWH0izG4erma,37i9dQZF1DWWH0izG4erma,https://i.scdn.co/image/ab67706f00000003aab8661b512185306ee01f9e,True
New Jams,"The newest, freshest R&B tunes.  Cover: Kiana Lede",https://open.spotify.com/playlist/37i9dQZF1DWUzFXarNiofw,37i9dQZF1DWUzFXarNiofw,https://i.scdn.co/image/ab67706f00000003bfdc90a97bdf2eda89bb98c7,True
Channel X,Where R&B from around the world comes to play with hip-hop & pop!   Cover: Lizzo & Cardi B,https://open.spotify.com/playlist/37i9dQZF1DX4y8h9WqDPAE,37i9dQZF1DX4y8h9WqDPAE,https://i.scdn.co/image/ab67706f000000032f12553bf2e4a99a01c33823,True
Gold Edition,All the jams. Cover: Toni Braxton,https://open.spotify.com/playlist/37i9dQZF1DWXnexX7CktaI,37i9dQZF1DWXnexX7CktaI,https://i.scdn.co/image/ab67706f000000037be3edc726cd264f1cc828f4,True
Alternative R&B,These progressive R&B and soul tracks can't be put in a box. Cover: Snoh Aalegra,https://open.spotify.com/playlist/37i9dQZF1DWSfMe9z89s9B,37i9dQZF1DWSfMe9z89s9B,https://i.scdn.co/image/ab67706f0000000378b06fb5c0c904cc78774811,True
Chilled R&B,Chilled R&B jams for your most relaxed moods.,https://open.spotify.com/playlist/37i9dQZF1DX2UgsUIg75Vg,37i9dQZF1DX2UgsUIg75Vg,https://i.scdn.co/image/ab67706f000000032b29b4a26e620ccd2bd2d2f8,True
The Sweet Suite,Come inside The Sweet Suite and get in the mood with some amazing R&B and soul ballads from the past and present. Cover: Patti LaBelle. ,https://open.spotify.com/playlist/37i9dQZF1DX2Ma8k80RiMN,37i9dQZF1DX2Ma8k80RiMN,https://i.scdn.co/image/ab67706f00000003e25640ae38983a325ae0ce76,True
Soul Revived,"Revive your soul with this playlist, featuring updated takes on classic R&B and soul tunes.",https://open.spotify.com/playlist/37i9dQZF1DWY12BqhkMFW2,37i9dQZF1DWY12BqhkMFW2,https://i.scdn.co/image/ab67706f000000036e618b1681ab40dc53e5fb7d,True
Soul Lounge,"Whether you're lounging at home or out with your friends, let this playlist provide your soundtrack.",https://open.spotify.com/playlist/37i9dQZF1DX62Nfha2yFhL,37i9dQZF1DX62Nfha2yFhL,https://i.scdn.co/image/ab67706f000000036e1034ebd7b7c86546c6acca,True
'90s Baby Makers,What we're gonna do right now is go back—back in time. Here are all your favorite '90s R&B slow jams!,https://open.spotify.com/playlist/37i9dQZF1DWVEvzGeX3eRs,37i9dQZF1DWVEvzGeX3eRs,https://i.scdn.co/image/ab67706f000000039d574d6f27a73e668fee93ef,True
Wine & Dine,"As you prepare and settle into your romantic dinner, let us provide the soundtrack with these RnB/Soul love songs.",https://open.spotify.com/playlist/37i9dQZF1DWTJNOeepZTGy,37i9dQZF1DWTJNOeepZTGy,https://i.scdn.co/image/ab67706f000000033105706fe5392048496c8e1e,True
Spread the Gospel,Experience the powerful messages and sounds of these gospel tunes.,https://open.spotify.com/playlist/37i9dQZF1DX7OIddoQVdRt,37i9dQZF1DX7OIddoQVdRt,https://i.scdn.co/image/ab67706f00000003a88ac8a27dd714bacc2d9ddd,True
Funk Outta Here,Funk to these good ol' funky soul classics!,https://open.spotify.com/playlist/37i9dQZF1DX70TzPK5buVf,37i9dQZF1DX70TzPK5buVf,https://i.scdn.co/image/ab67706f000000031680a8b576d55e90a1122fcb,True
I Love My '90s R&B,The '90s had an amazing soundtrack. Let's reminisce with these R&B jams!,https://open.spotify.com/playlist/37i9dQZF1DX6VDO8a6cQME,37i9dQZF1DX6VDO8a6cQME,https://i.scdn.co/image/ab67706f00000003542758e4236dd3bd88a53a95,True
’80s Jam Session,Get down and jam out to these throwback '80s R&B and soul tunes! Cover: Teddy Pendergrass.,https://open.spotify.com/playlist/37i9dQZF1DX0H8hDpv38Ju,37i9dQZF1DX0H8hDpv38Ju,https://i.scdn.co/image/ab67706f0000000342f413a5b901464509821527,True
I Love My '00s R&B,Check out these throwback R&B jams from the first decade of the 21st century. Cover: Mariah Carey,https://open.spotify.com/playlist/37i9dQZF1DWYmmr74INQlb,37i9dQZF1DWYmmr74INQlb,https://i.scdn.co/image/ab67706f000000037a55a9d8930867b68d3a56e1,True
