names,id,url,mean_valence,med_valence,sd_valence,quant1_valence,quant3_valence,mean_danceability,med_danceability,sd_danceability,quant1_danceability,quant3_danceability,mean_energy,med_energy,sd_energy,quant1_energy,quant3_energy,mean_acousticness,med_acousticness,sd_acousticness,quant1_acousticness,quant3_acousticness,mean_speechiness,med_speechiness,sd_speechiness,quant1_speechiness,quant3_speechiness,mean_instrumentalness,med_instrumentalness,sd_instrumentalness,quant1_instrumentalness,quant3_instrumentalness
Only Lovers Left Alive - Playlist by Jim Jarmusch and Carter Logan of SQÜRL,0YX4v2yeHtc1Dz43CYfZub,https://open.spotify.com/playlist/0YX4v2yeHtc1Dz43CYfZub,0.34468181818181814,0.114,0.3564602497283023,0.07680000000000001,0.7070000000000001,0.3960363636363637,0.364,0.24995162441051377,0.1605,0.6105,0.4817636363636364,0.548,0.2717553431773781,0.3175,0.72,0.5171874545454546,0.704,0.3877627360890583,0.1205,0.8155,0.040854545454545456,0.0414,0.006643848829761802,0.036750000000000005,0.043399999999999994,0.47099739090909093,0.779,0.4287277368119643,0.0009759500000000001,0.8334999999999999
Top 50 - Global,37i9dQZEVXbMDoHDwVN2tF,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,0.6073398160315375,0.662,0.2565972726799882,0.398,0.825,0.7156162943495401,0.733,0.13729016504599065,0.621,0.801,0.6721957950065703,0.69,0.13795097253879737,0.573,0.782,0.2393692483574244,0.111,0.24491430219632052,0.0581,0.352,0.09031997371879105,0.0557,0.07514593342990651,0.0468,0.0944,0.0011789836399474373,6.7e-06,0.004888381070692851,0.0,6e-05
Roots of Change,37i9dQZF1DXbvfORzIlDQm,https://open.spotify.com/playlist/37i9dQZF1DXbvfORzIlDQm,0.43725714285714284,0.378,0.2466794379610549,0.208,0.653,0.5671688311688311,0.604,0.14503052333881875,0.459,0.662,0.4371298701298701,0.406,0.23469629595048502,0.217,0.576,0.5313315584415585,0.65,0.32715792259792814,0.186,0.797,0.055448051948051934,0.0408,0.0734222818796741,0.0334,0.0461,0.05187131116883117,4.29e-05,0.17278053604305998,0.0,0.00371
Pop Punk's Not Dead,37i9dQZF1DX1ewVhAJ17m4,https://open.spotify.com/playlist/37i9dQZF1DX1ewVhAJ17m4,0.5491827956989246,0.578,0.18342300518536256,0.416,0.693,0.5255591397849462,0.526,0.10781560973996211,0.474,0.602,0.8808172043010754,0.896,0.0930127324426443,0.848,0.95,0.026547279139784944,0.00169,0.0764242356445756,0.000266,0.013,0.07711720430107527,0.0635,0.04857962899167383,0.0508,0.0797,0.029713668602150536,0.0,0.11232396813338004,0.0,5.82e-05
CAZZETTE – Eject pt. I,1kPmmFOfrsEk7KzW46uo8m,https://open.spotify.com/playlist/1kPmmFOfrsEk7KzW46uo8m,0.2773571428571428,0.305,0.10252264558205107,0.23399999999999999,0.357,0.7088571428571429,0.695,0.1265522666350793,0.619,0.7665,0.6922857142857143,0.631,0.13485388918593125,0.595,0.8065,0.004631485714285714,0.00172,0.004833908699809631,0.000823,0.00876,0.17011428571428572,0.0965,0.1589894800353305,0.05325,0.2405,0.13105796285714286,0.0732,0.21098295848188944,0.001251435,0.12785
US Exclusives,3kNL4k3rmfGRfx577lL715,https://open.spotify.com/playlist/3kNL4k3rmfGRfx577lL715,0.6040000000000002,0.607,0.19467708305464893,0.485,0.722,0.5415384615384616,0.577,0.10041963236390862,0.454,0.614,0.8705384615384616,0.866,0.05864812498369036,0.846,0.923,0.02875066923076923,0.00749,0.049547936466506605,0.00107,0.0288,0.08154615384615385,0.0721,0.05360855987906868,0.0499,0.0873,7.928461538461539e-05,0.0,0.00028266526683857546,0.0,0.0
Nelson Mandela Tribute,7iUOaMP7iKI22rBNflBwjX,https://open.spotify.com/playlist/7iUOaMP7iKI22rBNflBwjX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spotify Global Discoveries,0aArwHugPhiiuaL8KxyVXQ,https://open.spotify.com/playlist/0aArwHugPhiiuaL8KxyVXQ,0.36864873417721516,0.3065,0.2133294102822701,0.2085,0.509,0.542132911392405,0.5515000000000001,0.1508920863149851,0.44925000000000004,0.67,0.5871518987341773,0.538,0.16992486826902195,0.45425,0.731,0.2395287905063291,0.1235,0.2586248513188695,0.0261,0.385,0.05701139240506329,0.0451,0.03935737287120095,0.03275,0.0572,0.09264451683544303,0.00010549999999999999,0.2094491221163614,3.925e-07,0.0425
Spotify Global Hits,4nInziu6O7lNV0ucn8w7YV,https://open.spotify.com/playlist/4nInziu6O7lNV0ucn8w7YV,0.5475005524861879,0.527,0.23481961741284582,0.351,0.75,0.6134088397790054,0.628,0.12545724694218774,0.55,0.714,0.7267403314917127,0.759,0.1772874438679255,0.634,0.88,0.14768880110497237,0.0394,0.2426855857927065,0.00616,0.204,0.07821767955801105,0.0439,0.07143609745100918,0.035,0.0916,0.0749245420994475,2.55e-05,0.20943982393946017,0.0,0.00374
New Singles on Spotify,5JOn3LSfpbCrOQ7azB4S6C,https://open.spotify.com/playlist/5JOn3LSfpbCrOQ7azB4S6C,0.4811300000000001,0.518,0.20962923426513264,0.285,0.63725,0.5669400000000001,0.5845,0.10913367023883135,0.48549999999999993,0.647,0.7821999999999999,0.81,0.14484878914637744,0.72875,0.874,0.10633695199999998,0.0187,0.18918271553555352,0.00177,0.0808,0.075175,0.04535,0.07765035122557107,0.0342,0.06372499999999999,0.0327246784,3.915e-05,0.11226083896225776,0.0,0.004785
Top Dads on Spotify,5lMXuhAFbG0xiAw0XiYKAP,https://open.spotify.com/playlist/5lMXuhAFbG0xiAw0XiYKAP,0.38653968253968257,0.411,0.21655654297001375,0.224,0.435,0.5236349206349207,0.49,0.08359528108060413,0.449,0.602,0.702650793650794,0.752,0.19052602554677478,0.585,0.905,0.1285696015873016,0.0421,0.1610682338070907,0.000671,0.271,0.047784126984126984,0.0378,0.03306631755861,0.0297,0.0499,0.08925205555555556,0.00109,0.17437387683782374,0.0,0.064
Top Misquoted Song Lyrics,4nGMejqlEJh82huRHZ19cE,https://open.spotify.com/playlist/4nGMejqlEJh82huRHZ19cE,0.6786164383561644,0.795,0.21500320605729648,0.6,0.816,0.6039452054794522,0.572,0.12218200113070835,0.532,0.735,0.7529178082191782,0.783,0.16177914930758205,0.711,0.887,0.14480260273972606,0.0778,0.14859239038602098,0.025,0.225,0.04281780821917807,0.0335,0.019817531117014058,0.0317,0.0402,0.0003276368493150684,0.000214,0.00048082337715537704,0.0,0.000243
Keep On Pushing: A Labour Playlist,6WHZXvb7hEN5w9VMFWPm1x,https://open.spotify.com/playlist/6WHZXvb7hEN5w9VMFWPm1x,0.523716504854369,0.627,0.3175522924659957,0.17149999999999999,0.795,0.5431553398058251,0.583,0.19168723285815042,0.317,0.67,0.508988349514563,0.491,0.27843874614200437,0.172,0.777,0.42639864077669903,0.261,0.37525288789903505,0.0849,0.884,0.06690776699029126,0.0402,0.07844542462734701,0.0326,0.049100000000000005,0.12096825737864078,0.000383,0.25350928097431336,5.97e-05,0.00371
Top Tracks in Kids,5BQyCxfPfCno0PuTqkZUgb,https://open.spotify.com/playlist/5BQyCxfPfCno0PuTqkZUgb,0.6561085714285715,0.738,0.27476516322920147,0.522,0.8935,0.5809485714285714,0.67,0.22300878032230106,0.44699999999999995,0.741,0.4734714285714285,0.485,0.26349684401662704,0.243,0.6735,0.5613891428571429,0.679,0.3503240030178066,0.321,0.8915,0.06740285714285713,0.0445,0.05559393473960925,0.0405,0.055999999999999994,0.18318427714285712,5.3e-06,0.3398626869539563,0.0,0.02175
Top Tracks in Popculture,6dvI9YLz5JyXhoUo0eQJze,https://open.spotify.com/playlist/6dvI9YLz5JyXhoUo0eQJze,0.6199277108433736,0.643,0.22516457459311334,0.436,0.811,0.6039518072289157,0.631,0.12796404832366315,0.532,0.674,0.7021746987951807,0.771,0.174441896790792,0.622,0.81375,0.1136701265060241,0.0288,0.19662616234090308,0.00492,0.121,0.0693765060240964,0.051199999999999996,0.05397323008584871,0.0343,0.0839,0.030491220421686747,0.000114,0.1422201317175187,0.0,0.00374
Top Tracks in Travel,2Hg4Q2t6mD8PITWKAQCMFD,https://open.spotify.com/playlist/2Hg4Q2t6mD8PITWKAQCMFD,0.4696666666666668,0.413,0.20194013514360684,0.305,0.629,0.614377777777778,0.6,0.11390951131348415,0.542,0.681,0.7457999999999998,0.787,0.11192298488449341,0.663,0.837,0.1180885333333333,0.0765,0.12977385804205013,0.0223,0.225,0.05015777777777777,0.0429,0.03381240015202121,0.0377,0.0477,0.07546385288888889,1.06e-05,0.14994015195033203,0.0,0.0187
Top Tracks in Workout,7s0efM9c1ZS427tw2B6wEF,https://open.spotify.com/playlist/7s0efM9c1ZS427tw2B6wEF,0.5071354166666667,0.576,0.20135217743364361,0.41074999999999995,0.58,0.6655,0.662,0.08891162238844075,0.612,0.70025,0.8306666666666667,0.8314999999999999,0.07648009985452991,0.786,0.87,0.10664902083333333,0.02055,0.17168743883475532,0.0097825,0.06570000000000001,0.0956875,0.0672,0.07112194689255373,0.048275,0.1185,0.024501402708333328,1.05e-06,0.09981206365566889,0.0,0.000178
Spotify House Thursday,6NjugpbMNtXAtbv3NIbb3j,https://open.spotify.com/playlist/6NjugpbMNtXAtbv3NIbb3j,0.3801575757575758,0.404,0.20485627740916165,0.209,0.532,0.6098787878787879,0.605,0.11494557341840028,0.565,0.683,0.5747575757575757,0.675,0.23526594397391945,0.349,0.739,0.26609575757575765,0.0566,0.3383804840249204,0.0223,0.496,0.11152424242424241,0.0451,0.13940016595735957,0.0292,0.0929,0.012755716363636363,0.000157,0.04015151470035111,1.54e-05,0.00341
Walter - Dangerous,53yqWl4VM0iD34tl27ABhY,https://open.spotify.com/playlist/53yqWl4VM0iD34tl27ABhY,0.4602608695652173,0.419,0.2192767290148866,0.278,0.632,0.5348695652173914,0.472,0.1645172003383267,0.379,0.722,0.6511739130434782,0.605,0.21860479762520546,0.446,0.9,0.18246301449275362,0.0252,0.28098541143931366,0.0039,0.221,0.0678,0.0582,0.0427200359385176,0.0342,0.0683,0.09921653565217389,0.0038,0.15927266564219997,9.32e-05,0.118
Skyler - Strong,08ySLuUm0jMf7lJmFwqRMu,https://open.spotify.com/playlist/08ySLuUm0jMf7lJmFwqRMu,0.4609904761904762,0.5025,0.2164445829030156,0.27825,0.64575,0.5556190476190476,0.5774999999999999,0.11420733229653146,0.427,0.642,0.6251428571428571,0.6,0.19986819698803354,0.46,0.801,0.27373714285714285,0.12,0.3084248906020024,0.047,0.40149999999999997,0.04330952380952381,0.0349,0.019152581301208966,0.02945,0.049699999999999994,0.02184312738095238,8.41e-05,0.1110275239414632,3.865e-06,0.0039325
Hank - Gutsy,2nRUp0P50ClCxPibGSfFcL,https://open.spotify.com/playlist/2nRUp0P50ClCxPibGSfFcL,0.5225,0.546,0.14832389194960102,0.4645,0.637,0.5118636363636363,0.549,0.13169614051510176,0.406,0.6074999999999999,0.7662121212121213,0.737,0.15005952820351665,0.663,0.91725,0.09622868484848485,0.018,0.10014705190352718,0.00178,0.201,0.07247878787878788,0.0547,0.057887361488036575,0.03025,0.0813,0.14097612303030305,0.00806,0.2285560035986436,6.325e-05,0.341
Jesse - Street Smart,10zBfLMB5ty2Pec5LYRcgI,https://open.spotify.com/playlist/10zBfLMB5ty2Pec5LYRcgI,0.5637447368421052,0.531,0.23239663287481274,0.399,0.77875,0.6807105263157895,0.711,0.159460053100614,0.524,0.8115,0.6635263157894737,0.6815,0.16299838116292878,0.549,0.773,0.1776744736842105,0.0687,0.20934958090569744,0.0188,0.27175,0.18308947368421052,0.1725,0.1192939267828965,0.071375,0.29125,0.002813323421052631,0.0,0.006782266493603812,0.0,3.2725e-06
Marie - Sassy,423y0vzm6cfn0Q1o3JBUDR,https://open.spotify.com/playlist/423y0vzm6cfn0Q1o3JBUDR,0.7294893617021276,0.7735000000000001,0.20779087629803783,0.641,0.891,0.6816702127659576,0.7075,0.1407278612469366,0.628,0.76875,0.715085106382979,0.749,0.1484206213808035,0.599,0.864,0.15680659574468084,0.101,0.17223888398392617,0.012525000000000001,0.25525000000000003,0.08866489361702128,0.0411,0.08125958498625929,0.0367,0.11,0.0015055446808510632,0.0,0.007016252550526013,0.0,2.2e-05
Walt Jr. - Innocent,7dRuhLsXe96SgjYtPvMEcL,https://open.spotify.com/playlist/7dRuhLsXe96SgjYtPvMEcL,0.538671052631579,0.5125000000000001,0.18302804070472514,0.388,0.735,0.5472236842105263,0.542,0.12055301447183148,0.463,0.619,0.655421052631579,0.625,0.1710831581937388,0.524,0.812,0.22150039473684213,0.0765,0.2341290923141379,0.0273,0.40625000000000006,0.052684210526315785,0.0368,0.05069921249258632,0.0286,0.048,0.04310706763157895,0.0002,0.13431628390095615,0.0,0.000763
All New Metal,37i9dQZF1DX5J7FIl4q56G,https://open.spotify.com/playlist/37i9dQZF1DX5J7FIl4q56G,0.3049446428571429,0.312,0.171795627968121,0.13725,0.39625,0.41814285714285715,0.449,0.1064162374095964,0.3484999999999999,0.48524999999999996,0.9221964285714286,0.958,0.09314649647300108,0.9067500000000001,0.98325,0.00248522625,0.00016600000000000002,0.006885541664089936,2.5325e-05,0.00068875,0.1044392857142857,0.0872,0.07077111809095682,0.06675,0.10725,0.18720498232142857,0.0064600000000000005,0.3360513727888979,5.8425e-05,0.12075
Adrenaline Workout,37i9dQZF1DXe6bgV3TmZOL,https://open.spotify.com/playlist/37i9dQZF1DXe6bgV3TmZOL,0.4278705,0.43,0.16433775515259105,0.284,0.544,0.483645,0.486,0.0993734086500693,0.43,0.55,0.92206,0.944,0.07217382980376415,0.9015,0.97,0.0017985204500000002,0.000339,0.0036801633858289874,8.74e-05,0.00141,0.09017199999999999,0.0787,0.053543726703944826,0.0518,0.108,0.032273867750000004,0.000171,0.10484320285646302,1.32e-06,0.00338
Black & Dark Metal,37i9dQZF1DXbl9rMxGEmRC,https://open.spotify.com/playlist/37i9dQZF1DXbl9rMxGEmRC,0.1681723214285714,0.1245,0.15246037158117687,0.050325,0.222,0.26988035714285713,0.237,0.13743527737279815,0.15975,0.38225,0.9044017857142858,0.947,0.11948262792205766,0.8932500000000001,0.9747499999999999,0.01598725419642857,2.7700000000000002e-05,0.09970892821907788,4.224999999999999e-06,0.0001885,0.0937,0.08349999999999999,0.05197571851658536,0.0586,0.11375,0.5672180783928572,0.684,0.33851791676838566,0.1985,0.85575
Deathcore,37i9dQZF1DX1cJWWyylDuw,https://open.spotify.com/playlist/37i9dQZF1DX1cJWWyylDuw,0.19525384615384617,0.1775,0.11663856955310099,0.10625,0.26225,0.3693173076923077,0.367,0.10358180149257927,0.29124999999999995,0.44725,0.9580961538461538,0.971,0.041846812461868825,0.9405,0.986,0.001400014326923077,7.16e-05,0.006577579629081676,2.46e-05,0.000361,0.15241346153846155,0.138,0.06998860248084546,0.10525,0.19875000000000004,0.1659767006730769,0.008595,0.279303871065373,4.5675e-05,0.19475
Heavy Metal,37i9dQZF1DX9qNs32fujYe,https://open.spotify.com/playlist/37i9dQZF1DX9qNs32fujYe,0.4064597402597402,0.387,0.1682893355506011,0.29,0.521,0.44001948051948053,0.454,0.09317244331449309,0.39475000000000005,0.49675,0.9053831168831169,0.9135,0.07871037320679061,0.876,0.9624999999999999,0.027876416493506494,0.00020649999999999998,0.10061670238787056,7.5225e-05,0.000819,0.08476428571428571,0.0666,0.056521952099111934,0.044774999999999995,0.1065,0.0917500107142857,0.000893,0.2044164008519287,4.74e-05,0.054175
Kickass Metal,37i9dQZF1DWTcqUzwhNmKv,https://open.spotify.com/playlist/37i9dQZF1DWTcqUzwhNmKv,0.41392241379310335,0.439,0.14934786651433563,0.30325,0.526,0.4725258620689655,0.482,0.08598649653408898,0.43925,0.537,0.91275,0.934,0.06417962225693977,0.878,0.95,0.0021396098275862072,0.000151,0.007943598031947266,4.4075e-05,0.000674,0.08403189655172413,0.0762,0.038882564773023084,0.058725,0.09559999999999999,0.056399388017241384,0.00010520000000000001,0.13857958517662308,0.0,0.021449999999999997
The Core,37i9dQZF1DWXIcbzpLauPS,https://open.spotify.com/playlist/37i9dQZF1DWXIcbzpLauPS,0.3523631578947368,0.375,0.16261551053487291,0.20450000000000002,0.468,0.44457894736842113,0.464,0.11053213443863749,0.3855,0.5285,0.9260736842105265,0.942,0.060899156634845,0.905,0.965,0.0009554847368421052,0.000151,0.002781091201581977,4.2199999999999996e-05,0.000583,0.09930947368421054,0.0869,0.05365685907985846,0.06355,0.1095,0.056394020421052626,2.65e-05,0.19762131434229982,1.105e-06,0.001775
Heavy Queens,37i9dQZF1DWXDJDWnzE39E,https://open.spotify.com/playlist/37i9dQZF1DWXDJDWnzE39E,0.3734020202020202,0.352,0.1796217652939245,0.2365,0.488,0.45825252525252536,0.469,0.09796868964991465,0.3925,0.529,0.8761818181818182,0.917,0.10494141841380505,0.822,0.951,0.010730631818181818,0.000429,0.07966430922518657,6.595e-05,0.00186,0.09188484848484849,0.0645,0.09436482218522027,0.0489,0.108,0.040362986060606065,0.000146,0.13650624898922065,3.92e-06,0.0066749999999999995
Metal Essentials,37i9dQZF1DWWOaP4H0w5b0,https://open.spotify.com/playlist/37i9dQZF1DWWOaP4H0w5b0,0.4265766393442623,0.458,0.19304061169813777,0.287,0.557,0.4368319672131148,0.435,0.12296016469354593,0.342,0.536,0.8810040983606557,0.911,0.11035761166439821,0.836,0.96,0.025529694999999998,0.000662,0.08312023124367694,0.000117,0.00655,0.08646229508196722,0.0738,0.05968252265747741,0.0461,0.107,0.10542431770491804,0.00411,0.2160993977722794,0.000121,0.06745
Alternative Metal,37i9dQZF1DWY5ai7gxfuaS,https://open.spotify.com/playlist/37i9dQZF1DWY5ai7gxfuaS,0.2627293478260869,0.2255,0.17104889124216616,0.135,0.35775,0.41801304347826096,0.446,0.1427338999734277,0.31475,0.50675,0.8110184782608695,0.864,0.17427988285195062,0.7284999999999999,0.933,0.038715831956521736,0.000589,0.10166654085684193,6.1875e-05,0.0177,0.09582826086956524,0.06305,0.08593983114459772,0.047450000000000006,0.11925,0.31129360065217393,0.0352,0.3800139280559722,0.00035275,0.8107500000000001
Metallica: The Early Years,056jpfChuMP5D1NMMaDXRR,https://open.spotify.com/playlist/056jpfChuMP5D1NMMaDXRR,0.23839285714285713,0.2135,0.13167703541260437,0.1435,0.28,0.2848333333333333,0.2605,0.08494328571828315,0.24475,0.30674999999999997,0.9402619047619047,0.9395,0.04263976131574704,0.921,0.975,0.027318025952380948,0.000254,0.13923345691443542,6.0799999999999994e-05,0.00316,0.15736190476190476,0.124,0.08482062264303229,0.1065,0.17424999999999996,0.23845857142857146,0.11,0.26422264924400246,0.0218,0.35
Epic & Melodic,37i9dQZF1DX37bXS7EGI3f,https://open.spotify.com/playlist/37i9dQZF1DX37bXS7EGI3f,0.3069986111111111,0.28,0.18578930857598458,0.17725000000000002,0.37275,0.3993111111111111,0.433,0.11393027217143784,0.3265,0.47475,0.8801111111111111,0.923,0.14112561137038002,0.8634999999999999,0.951,0.033654114444444445,0.0001365,0.15070388940304058,2.9350000000000002e-05,0.00147,0.07166944444444444,0.06085,0.05249675949459633,0.051775,0.07844999999999999,0.09804733111111112,0.0010485,0.24437234184495848,4.71e-06,0.033299999999999996
New Wave Of British Heavy Metal,7yza99mVQaqnk4Hqs4T3kq,https://open.spotify.com/playlist/7yza99mVQaqnk4Hqs4T3kq,0.47305405405405404,0.414,0.238665380111284,0.294,0.629,0.37608108108108107,0.354,0.15502443864299775,0.281,0.403,0.8491351351351352,0.898,0.14411668924909468,0.775,0.94,0.06412475432432432,0.00283,0.13106336713946498,0.000292,0.024,0.07171891891891895,0.0666,0.03645561104379649,0.0424,0.0872,0.09346782486486487,0.00146,0.21201317737048678,2.38e-05,0.0181
Old School Metal,37i9dQZF1DX2LTcinqsO68,https://open.spotify.com/playlist/37i9dQZF1DX2LTcinqsO68,0.5056382550335571,0.491,0.2188218981517836,0.34225,0.676,0.45492617449664424,0.465,0.13482099837247633,0.3345,0.53725,0.8569932885906042,0.891,0.10360527895266339,0.7725,0.929,0.05294546187919463,0.0074,0.10096330976772096,0.00083675,0.0468,0.08580838926174496,0.0627,0.06139323570771278,0.0466,0.107,0.06709536499999999,0.000513,0.17779895613561356,7.3e-05,0.0116
Progressive Metal,37i9dQZF1DX5wgKYQVRARv,https://open.spotify.com/playlist/37i9dQZF1DX5wgKYQVRARv,0.25376019417475726,0.211,0.16640558963780944,0.1375,0.361,0.4089514563106796,0.433,0.11509896667742638,0.322,0.5045,0.897864077669903,0.947,0.1266505187238233,0.8745,0.978,0.00938603165048544,0.000215,0.03602715696255649,5.38e-05,0.00222,0.10206699029126215,0.0823,0.06495028021245462,0.049949999999999994,0.1345,0.14639808805825244,0.00407,0.27958247843160655,0.000184,0.0723
Stoner Rock,37i9dQZF1DXdpVGstUksUC,https://open.spotify.com/playlist/37i9dQZF1DXdpVGstUksUC,0.38271709401709403,0.391,0.17962891264214598,0.244,0.51,0.36105982905982914,0.343,0.1217082641484936,0.271,0.439,0.7701880341880342,0.824,0.17427094103741964,0.634,0.909,0.04153724957264957,0.00792,0.11163314260747328,0.000222,0.0288,0.05581965811965812,0.0451,0.031631120749700134,0.0358,0.0675,0.37833567034188037,0.302,0.35289670402251955,0.0203,0.756
Thrashers,37i9dQZF1DWZdFtcHGe8ED,https://open.spotify.com/playlist/37i9dQZF1DWZdFtcHGe8ED,0.28477416666666666,0.2395,0.16215312013355654,0.16675,0.396,0.3322083333333333,0.3235,0.11194956065859597,0.248,0.42475,0.9549583333333334,0.9755,0.056020163811804406,0.938,0.991,0.0020151032499999997,8.66e-05,0.010523628574446307,1.585e-05,0.00041375,0.12827416666666666,0.111,0.06892219763639877,0.085325,0.16325,0.25552759425,0.0853,0.2967528759847262,0.00748,0.43375
Year in Metal 2014,7buHbubC96caOTOSQQJ4pl,https://open.spotify.com/playlist/7buHbubC96caOTOSQQJ4pl,0.2157257731958763,0.196,0.14369820826297622,0.0896,0.303,0.3555556701030928,0.367,0.12732700270781805,0.262,0.46,0.9134742268041236,0.956,0.11693473008330911,0.902,0.982,0.009406778453608248,7.63e-05,0.05364134233198805,1.48e-05,0.00136,0.099059793814433,0.0844,0.05098838033438316,0.0616,0.12,0.33720357536082474,0.127,0.3700102638061108,0.00345,0.774
Year In Metal 2015,37i9dQZF1DXdzj8PwvwjTT,https://open.spotify.com/playlist/37i9dQZF1DXdzj8PwvwjTT,0.24669411764705879,0.239,0.16522995965930554,0.10925,0.33625000000000005,0.36637549019607835,0.39,0.1307137719806176,0.27,0.45875,0.9137941176470586,0.958,0.10769137588638586,0.89125,0.97975,0.009667885686274509,3.935e-05,0.07774901122163962,1.0774999999999998e-05,0.000328,0.09035490196078429,0.076,0.047465970358452604,0.05445,0.11825,0.3070503345098039,0.0746,0.3580438582014629,0.00061075,0.6645000000000001
Year in Metal 2016,37i9dQZF1DX0FNUL0tXob1,https://open.spotify.com/playlist/37i9dQZF1DX0FNUL0tXob1,0.21829179487179484,0.181,0.1382657754999294,0.104,0.3125,0.36065128205128205,0.389,0.11847567689778822,0.264,0.4575,0.9093641025641027,0.953,0.109507405688419,0.8905000000000001,0.973,0.0063361645128205135,0.000123,0.04566038034413642,2.56e-05,0.000753,0.1038748717948718,0.0822,0.07178040348229743,0.0584,0.12,0.2593826395897436,0.0521,0.3325387785250036,0.00123,0.5095000000000001
Best of 2016: Metal,37i9dQZF1DX3HkeE0Yyy1n,https://open.spotify.com/playlist/37i9dQZF1DX3HkeE0Yyy1n,0.21762908163265304,0.18,0.1379115205807545,0.104,0.31224999999999997,0.36580102040816326,0.3995,0.11982558349739796,0.26925,0.46025000000000005,0.916642857142857,0.953,0.09936173230250087,0.894,0.974,0.006092549285714287,0.000121,0.045485814473164264,2.5175e-05,0.0007297499999999999,0.10589948979591836,0.0866,0.07176174718269278,0.0599,0.12225,0.2503837179591837,0.051449999999999996,0.3254832496653534,0.00115925,0.468
Lullaby Baby,37i9dQZF1DXbADqT0j1Cxt,https://open.spotify.com/playlist/37i9dQZF1DXbADqT0j1Cxt,0.5933969696969699,0.624,0.21315203180873726,0.4485,0.7585,0.5502424242424243,0.565,0.10473953027499382,0.4765,0.6185,0.04102434343434343,0.032,0.03650487918636989,0.016550000000000002,0.05365,0.994090909090909,0.995,0.003964358838684423,0.994,0.996,0.09790101010101009,0.0802,0.0646985482203923,0.05795,0.114,0.9535959595959597,0.964,0.029628281852806967,0.947,0.971
Family Folk,37i9dQZF1DX3uZHsihe90o,https://open.spotify.com/playlist/37i9dQZF1DX3uZHsihe90o,0.6324404761904762,0.627,0.18502219672703657,0.49175,0.773,0.6606547619047619,0.6695,0.14067003980070877,0.534,0.7622500000000001,0.31941547619047617,0.3075,0.1581760316436011,0.201,0.454,0.7137778571428571,0.8325,0.30343454257728764,0.64375,0.9257500000000001,0.06495714285714287,0.04485,0.07452296368931918,0.034825,0.0676,0.006711306785714285,6.649999999999999e-06,0.02446652150739579,0.0,0.0005175
Hip-Hopscotch & Reggae Recess,37i9dQZF1DWX16Q183eyvd,https://open.spotify.com/playlist/37i9dQZF1DWX16Q183eyvd,0.7058253968253969,0.722,0.18877709501595408,0.5954999999999999,0.858,0.8084444444444443,0.822,0.09637155546378277,0.732,0.881,0.6666031746031746,0.666,0.16581631303095212,0.567,0.8085,0.1755186349206349,0.0959,0.17926666257186497,0.0406,0.2995,0.20959682539682542,0.19,0.12434153144212214,0.1015,0.309,0.004521514126984128,0.0,0.022003899618566632,0.0,1.8049999999999998e-05
Your Daily Routine,37i9dQZF1DWWVwtV5Pv39d,https://open.spotify.com/playlist/37i9dQZF1DWWVwtV5Pv39d,0.6767536231884058,0.651,0.21146647667831012,0.538,0.871,0.7002753623188405,0.673,0.1404261250264363,0.644,0.805,0.6262028985507246,0.655,0.23991509403206798,0.459,0.902,0.3705845188405798,0.325,0.3020094123578588,0.0591,0.602,0.13358550724637683,0.0582,0.19056882520447158,0.0346,0.0981,0.01083786260869565,1.83e-06,0.05735583535433772,0.0,0.000262
Once Upon A Time,37i9dQZF1DX6ALixlKf7N8,https://open.spotify.com/playlist/37i9dQZF1DX6ALixlKf7N8,0.3602673913043478,0.3515,0.15043554552527777,0.222,0.478,0.6466739130434782,0.667,0.06828862093198448,0.62025,0.699,0.2096978260869565,0.208,0.13074870467024466,0.08655,0.2815,0.5760326086956522,0.623,0.20849208677160103,0.465,0.72175,0.822913043478261,0.9175,0.19418511512780293,0.8085,0.9384999999999999,1.8878478260869565e-05,0.0,0.00012692794533325489,0.0,0.0
Trick or Treat,37i9dQZF1DX6IZDpJNxVZP,https://open.spotify.com/playlist/37i9dQZF1DX6IZDpJNxVZP,0.704949494949495,0.76,0.21672588601297646,0.5945,0.8765000000000001,0.6727878787878788,0.686,0.15203405047764207,0.573,0.773,0.5967171717171718,0.605,0.19443020049721846,0.505,0.723,0.3090124040404041,0.169,0.30608059939649346,0.039349999999999996,0.5814999999999999,0.10813737373737374,0.0585,0.11409870734378265,0.03905,0.1135,0.045385606767676764,0.0,0.1661797051728425,0.0,0.00024199999999999997
We Love Elmo!,2KSySxa7iudjK0IsgFxuaW,https://open.spotify.com/playlist/2KSySxa7iudjK0IsgFxuaW,0.7343124999999999,0.801,0.24916760590681392,0.60975,0.9597499999999999,0.73875,0.764,0.12662358916621078,0.69,0.8294999999999999,0.48643749999999997,0.4745,0.20290127936182825,0.41175000000000006,0.63175,0.53714375,0.5805,0.2680589387149774,0.31775,0.7294999999999999,0.09294999999999999,0.064,0.06564854910811052,0.040575,0.1145,0.00019677812499999998,0.0,0.000532163995653204,0.0,5.077499999999999e-06
